origin,target,actual,persistence,bls_native_cbdf,truf_weighted_cbdf,committee,committee_lo80,committee_hi80,err_persistence_bp,err_bls_native_bp,err_trufw_bp,err_committee_bp,actual_in_80
2019-07-31,2019-08-31,1.7376412106666406,1.826331335037068,1.8269017377994912,1.8392852240386004,1.8330934809190458,1.5685657077651771,2.0736359152409256,8.869012437042745,8.92605271328506,10.164401337195983,9.545227025240521,True
2019-08-31,2019-09-30,1.6844977040391562,1.7376412106666406,1.7403510309574877,1.700883616422133,1.7206173236898104,1.487895945993607,1.9102488905509651,5.314350662748435,5.585332691833145,1.638591238297682,3.6119619650654133,True
2019-09-30,2019-10-31,1.7339736996186295,1.6844977040391562,1.6180518944278965,1.5918041836235464,1.6049280390257215,1.3827910511596087,1.7930951589398236,-4.947599557947324,-11.592180519073292,-14.21695159950831,-12.9045660592908,True
2019-10-31,2019-11-30,2.092290394862917,1.7339736996186295,1.9932238574365435,2.0376985549843685,2.015461206210456,1.7816069624608688,2.2191351805129655,-35.83166952442873,-9.906653742637328,-5.459183987854832,-7.68291886524608,True
2019-11-30,2019-12-31,2.3195274699624457,2.092290394862917,2.2032195961765533,2.2359446814138817,2.2195821387952175,2.0147514908074204,2.420189930373766,-22.723707509952895,-11.630787378589247,-8.358278854856405,-9.994533116722826,True
2019-12-31,2020-01-31,2.599767976845202,2.3195274699624457,2.6020104094234053,2.671280367360618,2.6366453883920116,2.405896077404317,2.8287958934453417,-28.024050688275626,0.2242432578203335,7.15123905154158,3.687741154680957,True
2020-01-31,2020-02-29,2.3413166797595197,2.599767976845202,2.452622141326244,2.4318821308970673,2.4422521361116556,2.221397087950221,2.62655548906211,25.845129708568226,11.130546156672416,9.056545113754755,10.093545635213585,True
2020-02-29,2020-03-31,1.4940399642909163,2.3413166797595197,2.1020454431684765,2.064553646027889,2.083299544598183,1.8597567743995969,2.2483846453815826,84.72767154686034,60.80054788775602,57.05136817369727,58.92595803072665,False
2020-03-31,2020-04-30,0.3130472940411133,1.4940399642909163,1.0699480642940795,0.9785693408876028,1.0242587025908412,0.7627507756542928,1.2342791292541655,118.0992670249803,75.69007702529662,66.55220468464896,71.1211408549728,False
2020-04-30,2020-05-31,0.1982013035848551,0.3130472940411133,-0.4217221440653507,-0.5898236796273437,-0.5057729118463472,-0.942581186998922,-0.20542755952921657,11.48459904562582,-61.992344765020576,-78.80249832121989,-70.39742154312023,False
2020-05-31,2020-06-30,0.7166562831830481,0.1982013035848551,0.19880146916555486,0.19082975611569575,0.1948156126406253,-0.0693206783726896,0.47999037622371116,-51.8454979598193,-51.78548140174932,-52.58265270673523,-52.18406705424228,False
2020-06-30,2020-07-31,0.9968647625897997,0.7166562831830481,0.7916890845729219,0.8123493680630034,0.8020192263179626,0.6139444451041177,1.1131841228696968,-28.020847940675164,-20.517567801687786,-18.451539452679633,-19.484553627183708,True
2020-07-31,2020-08-31,1.2810698495523853,0.9968647625897997,1.2229224331072208,1.2719548853410867,1.2474386592241538,0.9320272671544627,1.596840156851933,-28.420508696258562,-5.814741644516452,-0.9114964211298648,-3.3631190328231586,True
2020-08-31,2020-09-30,1.3910228912373812,1.2810698495523853,1.3779598736134213,1.4266277830473184,1.4022938283303699,1.0501321081980408,1.7177415433059307,-10.995304168499587,-1.3063017623959894,3.56048918099372,1.1270937092988653,True
2020-09-30,2020-10-31,1.2303863428671624,1.3910228912373812,1.3348694466578603,1.3316457959799521,1.3332576213189062,1.0196805267324316,1.6134342321361328,16.06365483702188,10.448310379069792,10.125945311278972,10.287127845174382,True
2020-10-31,2020-11-30,1.1757452138405844,1.2303863428671624,1.1040480540915443,1.097741644660033,1.1008948493757886,0.7302734362336283,1.4297536002354125,5.464112902657803,-7.169715974904012,-7.80035691805514,-7.485036446479576,True
2020-11-30,2020-12-31,1.3204191315779434,1.1757452138405844,1.0474439927385282,1.0389759844517732,1.0432099885951507,0.7615578314072979,1.3707740052852913,-14.467391773735905,-27.297513883941527,-28.144314712617025,-27.720914298279276,True
2020-12-31,2021-01-31,1.3738437137002402,1.3204191315779434,1.4174077354768944,1.4911505623484311,1.4542791489126627,1.1922959930857813,1.8261336664854921,-5.342458212229673,4.356402177665419,11.730684864819096,8.043543521242258,True
2021-01-31,2021-02-28,1.6698167791706853,1.3738437137002402,1.5665479710132768,1.643979676873708,1.6052638239434924,1.2995868954882805,1.928799432799897,-29.59730654704451,-10.326880815740846,-2.583710229697722,-6.455295522719284,True
2021-02-28,2021-03-31,2.6678187820641908,1.6698167791706853,2.346241250199199,2.47716886814604,2.4117050591726197,2.1007968157632106,2.758739367197709,-99.80020028935056,-32.157753186499164,-19.064991391815056,-25.61137228915711,True
2021-03-31,2021-04-30,4.133077115360573,2.6678187820641908,3.776817896119211,4.040490776879491,3.908654336499351,3.461255105918415,4.376808882829215,-146.5258333296382,-35.625921924136165,-9.25863384810821,-22.442277886122184,True
2021-04-30,2021-05-31,4.918257089467626,4.133077115360573,4.585913217658533,4.718889077658672,4.652401147658603,4.357206055249545,5.0286345110032755,-78.5179974107053,-33.23438718090932,-19.93680118089536,-26.585594180902294,True
2021-05-31,2021-06-30,5.295632620349999,4.918257089467626,4.926006067976463,4.903235190537658,4.91462062925706,4.589817507410088,5.246840026402304,-37.73755308823734,-36.962655237353644,-39.239742981234116,-38.10119910929393,False
2021-06-30,2021-07-31,5.245169381309234,5.295632620349999,5.444284375575559,5.451477759185486,5.447881067380522,5.157076502208409,5.858582831237715,5.046323904076555,19.911499426632506,20.6308377876252,20.271168607128853,True
2021-07-31,2021-08-31,5.152015301793966,5.245169381309234,5.248919465394852,5.195904262968076,5.222411864181464,4.788876126491768,5.585279794183293,9.315407951526744,9.690416360088605,4.388896117411001,7.039656238749803,True
2021-08-31,2021-09-30,5.351215590949132,5.152015301793966,5.132098667246243,5.0902458043821985,5.111172235814221,4.6934924836375735,5.439115633636275,-19.920028915516585,-21.911692370288893,-26.09697865669336,-24.004335513491082,True
2021-09-30,2021-10-31,6.235042390298062,5.351215590949132,5.585883046803786,5.593689042515071,5.589786044659428,5.279149721635896,5.9466686241969,-88.38267993489302,-64.91593434942766,-64.13533477829914,-64.5256345638634,False
2021-10-31,2021-11-30,6.901970403700863,6.235042390298062,6.70594195384504,6.750997371637868,6.728469662741454,6.449878801912042,7.143133080179151,-66.69280134028011,-19.60284498558229,-15.09730320629954,-17.350074095940915,True
2021-11-30,2021-12-31,7.174340285065539,6.901970403700863,7.181046949835612,7.165518660545778,7.173282805190695,6.7635553695381105,7.54739892294515,-27.236988136467577,0.670666477007309,-0.8821624519761428,-0.10574798748441694,True
2021-12-31,2022-01-31,7.558805726967832,7.174340285065539,7.524063516714552,7.5462237064508395,7.535143611582695,7.0746854178196505,7.92401452353828,-38.446544190229304,-3.474221025328017,-1.2582020516992642,-2.366211538513685,True
2022-01-31,2022-02-28,7.937278766517819,7.558805726967832,7.670541108586271,7.684362288846747,7.677451698716508,7.236986272384991,8.050965359527122,-37.847303954998694,-26.673765793154836,-25.29164776710724,-25.982706780131082,True
2022-02-28,2022-03-31,8.572204966013853,7.937278766517819,8.029158358359844,7.981817971964622,8.005488165162234,7.641050150581828,8.311513263763777,-63.4926199496034,-54.304660765400925,-59.0386994049231,-56.671680085161924,False
2022-03-31,2022-04-30,8.231750770777225,8.572204966013853,8.73633804128453,8.75867572939575,8.74750688534014,8.496567496597892,9.154754229861947,34.0454195236628,50.458727050730445,52.69249586185243,51.575611456291526,False
2022-04-30,2022-05-31,8.538171195642065,8.231750770777225,8.278650210216988,8.22628609704741,8.252468153632199,7.875929987587343,8.528301671091532,-30.642042486483945,-25.952098542507684,-31.18850985946544,-28.570304200986563,False
2022-05-31,2022-06-30,8.979361103105798,8.538171195642065,8.413276595858843,8.38371470563042,8.398495650744632,8.07746796199907,8.775176189173456,-44.1189907463734,-56.60845072469556,-59.56463974753792,-58.08654523611665,False
2022-06-30,2022-07-31,8.462576727730099,8.979361103105798,9.31213280662466,9.35496492050356,9.333548863564111,9.047336193178783,9.77278095244726,51.67843753756998,84.95560788945618,89.23881927734615,87.09721358340126,False
2022-07-31,2022-08-31,8.222579178218826,8.462576727730099,9.152665443476016,9.211027232214718,9.181846337845368,8.814158299179889,9.67769003190998,23.999754951127272,93.00862652571897,98.84480539958922,95.92671596265419,False
2022-08-31,2022-09-30,8.192106896425821,8.222579178218826,8.37617208894086,8.365254106087086,8.370713097513974,7.736468896266222,8.737091327672571,3.047228179300454,18.406519251503894,17.31472096612645,17.86062010881526,True
2022-09-30,2022-10-31,7.758813957693,8.192106896425821,7.8817629993042315,7.750040847704211,7.815901923504221,7.29893709006061,8.196745385325567,43.329293873282104,12.29490416112311,-0.8773109988789329,5.708796581122044,True
2022-10-31,2022-11-30,7.122856456533988,7.758813957693,7.560180543686101,7.458490462413515,7.509335503049808,7.103662673101167,7.918654373673921,63.59575011590124,43.732408715211335,33.563400587952685,38.64790465158201,True
2022-11-30,2022-12-31,6.404600402357152,7.122856456533988,6.961445045872883,6.867198808871056,6.914321927371969,6.366034371276439,7.275139441072955,71.82560541768356,55.68446435157304,46.25984065139033,50.97215250148164,True
2022-12-31,2023-01-31,6.327178517960097,6.404600402357152,6.299146514458709,6.180928946984943,6.240037730721825,5.648865228486717,6.655313136461968,7.742188439705533,-2.8032003501388125,-14.624957097515434,-8.714078723827168,True
2023-01-31,2023-02-28,5.957820738137087,6.327178517960097,6.209217286175073,6.171722367155885,6.190469826665479,5.632255126340329,6.597595327009604,36.93577798230096,25.13965480379854,21.390162901879783,23.264908852839206,True
2023-02-28,2023-03-31,4.917719362889961,5.957820738137087,5.393467877974922,5.228308706752527,5.310888292363725,4.71257819746173,5.757386919370067,104.01013752471266,47.57485150849617,31.05893438625662,39.31689294737639,True
2023-03-31,2023-04-30,4.950079879124369,4.917719362889961,4.932120290825059,4.948563333653322,4.940341812239191,4.488353795660736,5.390184926529646,-3.236051623440872,-1.7959588299309992,-0.15165454710475146,-0.9738066885178753,True
2023-04-30,2023-05-31,4.131851231385042,4.950079879124369,4.418663028582137,4.314202907130804,4.36643296785647,3.857757317990036,4.783510090353085,81.82286477393275,28.681179719709515,18.235167574576217,23.45817364714282,True
2023-05-31,2023-06-30,3.070617072997095,4.131851231385042,3.2564871280785557,3.1056773147154715,3.1810822213970136,2.658186951821757,3.6439469070730723,106.1234158387947,18.58700550814607,3.5060241718376517,11.046514839991861,True
2023-06-30,2023-07-31,3.287749268428297,3.070617072997095,3.3722262895008015,3.4775599147121694,3.4248931021064855,2.9529593413433175,3.8476875509077058,-21.71321954312022,8.447702107250432,18.981064628387223,13.714383367818828,True
2023-07-31,2023-08-31,3.722504803505289,3.287749268428297,3.524481618020725,3.6148769347058574,3.569679276363291,3.1304776513955312,4.085481849502905,-43.47555350769916,-19.802318548456377,-10.762786879943143,-15.28255271419976,True
2023-08-31,2023-09-30,3.687206638119256,3.722504803505289,3.651675864653381,3.7309853708469953,3.691330617750188,3.260554862410221,4.129606936278538,3.529816538603292,-3.5530773465874965,4.377873272773947,0.4123979630932251,True
2023-09-30,2023-10-31,3.2512659098611785,3.687206638119256,3.5042611093519804,3.5036192713328473,3.503940190342414,3.0269356079275522,3.978732150367057,43.59407282580774,25.299519949080196,25.235336147166887,25.26742804812354,True
2023-10-31,2023-11-30,3.1333462745911866,3.2512659098611785,3.304003968072844,3.355053829850374,3.329528898961609,2.9859010015359932,3.7483242631269897,11.791963526999183,17.065769348165727,22.17075552591874,19.618262437042233,True
2023-11-30,2023-12-31,3.3159099427102934,3.1333462745911866,3.385520315515822,3.4985504824928126,3.4420353990043173,3.0095292795302186,3.842747236592341,-18.256366811910674,6.961037280552862,18.264053978251926,12.612545629402394,True
2023-12-31,2024-01-31,3.0883429864855705,3.3159099427102934,3.073902848503307,3.044330485751856,3.0591166671275816,2.6521210771595993,3.43724207300782,22.75669562247229,-1.4440137982263401,-4.401250073371443,-2.9226319357988917,True
2024-01-31,2024-02-29,3.157074141648697,3.0883429864855705,3.1368714147285592,3.181954953399635,3.159413184064097,2.806279439802102,3.5293499569863807,-6.8731155163126445,-2.0202726920137692,2.4880811750938037,0.2339042415400172,True
2024-02-29,2024-03-31,3.4868349120836584,3.157074141648697,3.3150116496885484,3.358727342471246,3.3368694960798972,3.0621339568425165,3.7162164752643534,-32.97607704349615,-17.182326239510992,-12.810756961241232,-14.996541600376112,True
2024-03-31,2024-04-30,3.3607951262196734,3.4868349120836584,3.4731327709916604,3.4598963577460395,3.46651456436885,3.1095350149827383,3.8270397605669593,12.603978586398501,11.233764477198704,9.910123152636618,10.571943814917661,True
2024-04-30,2024-05-31,3.244278584003113,3.3607951262196734,3.433460066230065,3.460061257385605,3.446760661807835,3.0266167424944457,3.7287844614293664,11.651654221656038,18.91814822269522,21.57826733824919,20.248207780472207,True
2024-05-31,2024-06-30,2.9702579486470926,3.244278584003113,3.243839335222476,3.2516370207731127,3.2477381779977943,2.9132480475995792,3.4881734986140245,27.40206353560204,27.358138657538333,28.13790721260201,27.74802293507017,True
2024-06-30,2024-07-31,2.9414757935583014,2.9702579486470926,2.894736240064466,2.9077782707070288,2.9012572553857474,2.6675581764336176,3.1433071255010803,2.878215508879123,-4.6739553493835295,-3.3697522851272588,-4.021853817255394,True
2024-07-31,2024-08-31,2.607144490692037,2.9414757935583014,2.690969608372251,2.598738412213031,2.644854010292641,2.4207836933921945,2.9089355554451424,33.43313028662642,8.382511768021406,-0.8406078479006318,3.770951960060387,True
2024-08-31,2024-09-30,2.4264830315416708,2.607144490692037,2.4301237470471637,2.425615286080074,2.427869516563619,2.222813201159475,2.6476609360393955,18.066145915036635,0.3640715505492942,-0.08677454615968472,0.13864850219480473,True
2024-09-30,2024-10-31,2.578844053871343,2.4264830315416708,2.5027134784896488,2.5205558775962977,2.5116346780429732,2.3333453365636014,2.7397547755295593,-15.23610223296723,-7.613057538169432,-5.8288176275045345,-6.720937582836983,True
2024-10-31,2024-11-30,2.719472461284833,2.578844053871343,2.661234858003958,2.689041650704338,2.675138254354148,2.4859024923043593,2.903588852500527,-14.062840741349003,-5.823760328087513,-3.0430810580495127,-4.433420693068513,True
2024-11-30,2024-12-31,2.870690967509981,2.719472461284833,2.764306867352939,2.791566170613846,2.7779365189833927,2.6367278479349565,2.941860577712201,-15.12185062251481,-10.638410015704203,-7.912479689613505,-9.275444852658854,True
2024-12-31,2025-01-31,2.9909783078999608,2.870690967509981,2.8092859785447732,2.844516650173179,2.826901314358976,2.6585318070421327,3.0653936394570214,-12.028734038997957,-18.169232935518753,-14.646165772678188,-16.40769935409847,True
2025-01-31,2025-02-28,2.8015834477613355,2.9909783078999608,2.875924641198302,2.867053681286813,2.8714891612425575,2.7059513005351166,3.0468033632917635,18.939486013862528,7.4341193436966435,6.547023352547754,6.990571348122199,True
2025-02-28,2025-03-31,2.381981462805549,2.8015834477613355,2.6124193908191096,2.5721050403165746,2.592262215567842,2.3905581487110483,2.762951403395444,41.96019849557864,23.043792801356044,19.01235775110255,21.028075276229295,False
2025-03-31,2025-04-30,2.32538823025783,2.381981462805549,2.3458520600220245,2.3391008455000417,2.342476452761033,2.144881825494329,2.5161261144245195,5.65932325477192,2.0463829764194585,1.371261524221179,1.7088222503203188,True
2025-04-30,2025-05-31,2.3772651073680873,2.32538823025783,2.5039290900689126,2.5524087747105684,2.5281689323897405,2.332978525131202,2.7518560701423134,-5.187687711025735,12.666398270082535,17.51436673424811,15.090382502165323,True
2025-05-31,2025-06-30,2.680453865910226,2.3772651073680873,2.618726569820584,2.6467459952300265,2.6327362825253053,2.4691829817719713,2.8467573420497105,-30.31887585421389,-6.1727296089642,-3.3707870680199647,-4.7717583384920825,True
2025-06-30,2025-07-31,2.742618052167134,2.680453865910226,2.7447783773640655,2.7659634954843026,2.755370936424184,2.593692874976312,2.972203923044705,-6.216418625690778,0.2160325196931545,2.33454433171687,1.2752884257050123,True
2025-07-31,2025-08-31,2.9385917430316155,2.742618052167134,2.812939110024293,2.8530129445923924,2.8329760273083426,2.6679702915613412,3.025477680862234,-19.597369086448158,-12.565263300732266,-8.557879843922311,-10.561571572327288,True
2025-08-31,2025-09-30,3.0225715847133294,2.9385917430316155,2.9965228177571746,2.9816822655751807,2.9891025416661776,2.7923491045190985,3.1624689859010724,-8.39798416817139,-2.604876695615488,-4.088931913814875,-3.3469043047151814,True
2025-11-30,2025-12-31,2.653304114557753,2.6964439164939513,2.6100909881348278,2.581885182211785,2.5959880851733064,2.4171391160536815,2.731410530243401,4.313980193619837,-4.3213126422925185,-7.141893234596797,-5.731602938444658,True
2025-12-31,2026-01-31,2.391201432150014,2.653304114557753,2.4454589237135504,2.423450054190601,2.434454488952076,2.2362641591760046,2.601807734886783,26.210268240773882,5.425749156353632,3.2248622040587094,4.325305680206171,True
2026-01-31,2026-02-28,2.4340041103732224,2.391201432150014,2.355750502817644,2.337187216777914,2.346468859797779,2.1743058267348525,2.4927824274194377,-4.280267822320827,-7.825360755557842,-9.681689359530843,-8.753525057544342,True
2026-02-28,2026-03-31,3.2859577528651984,2.4340041103732224,2.633164098658125,2.6482477224606393,2.640705910559382,2.4829607801623,2.8138003170507675,-85.19536424919761,-65.27936542070734,-63.77100304045591,-64.52518423058163,False
2026-03-31,2026-04-30,3.7792458367415627,3.2859577528651984,3.7359202186523666,3.851700098426525,3.7938101585394457,3.55245142902731,4.0217615079896625,-49.32880838763643,-4.3325618089196105,7.245426168496216,1.4564321797883029,True
