date,yoy,p_high
2011-01-31,1.5598650927487467,0.00423279384329212
2011-02-28,1.8450307320212023,0.0011168906027297502
2011-03-31,2.1105460830258993,0.000572176851367126
2011-04-30,2.488096556306063,0.0007723837547305759
2011-05-31,2.7662471357885243,0.0014170296265123127
2011-06-30,2.7884519551278464,0.002065340453213715
2011-07-31,2.875699838456258,0.0028869841737714304
2011-08-31,2.9767297960266115,0.0035573736321047825
2011-09-30,3.0190303779583205,0.0033678571609784703
2011-10-31,2.693632332390705,0.0019581883345650437
2011-11-30,2.6992598449408156,0.0012673294467911583
2011-12-31,2.5266248849541872,0.0007817049473932212
2012-01-31,2.569312446745764,0.0006280909008641234
2012-02-29,2.5131540246413397,0.0004966830420975162
2012-03-31,2.2980274721697835,0.0003465814482067794
2012-04-30,1.9998487418563693,0.0002652207424278726
2012-05-31,1.5769404769598871,0.0002728027468390849
2012-06-30,1.5460196726963193,0.0002869522451027269
2012-07-31,1.4100261354958565,0.0003182792900156182
2012-08-31,1.51186746212284,0.00028998048962208464
2012-09-30,1.6779710051753494,0.0002539931799187912
2012-10-31,1.9768774978838444,0.00024023216732148208
2012-11-30,1.6991017964071764,0.0002467451618886179
2012-12-31,1.6243828413875505,0.0002644724467596475
2013-01-31,1.4708075063369241,0.00030184596985210636
2013-02-28,1.6046076681118793,0.0003164230280578583
2013-03-31,1.276992915022701,0.00047733761104224717
2013-04-30,1.0412253198881505,0.000666549847765126
2013-05-31,1.2290301372187118,0.0005163841641421769
2013-06-30,1.5055063976064709,0.00034994302994523777
2013-07-31,1.5951128457492025,0.0003157685025879132
2013-08-31,1.4047883304264985,0.00041515598865376525
2013-09-30,1.1412854478201728,0.0006582210472734958
2013-10-31,0.9761069199571093,0.0008494586049146045
2013-11-30,1.1954704602088029,0.0006226504266769492
2013-12-31,1.3881001955959427,0.0004428093777593069
2014-01-31,1.4054054054054133,0.0004238268411943781
2014-02-28,1.0939820528374389,0.0005547004654110194
2014-03-31,1.38970341823057,0.00038700162180882697
2014-04-30,1.6731138157687786,0.00028160485212968726
2014-05-31,1.7661662878033946,0.0002753323685675859
2014-06-30,1.6514586142380772,0.00039173159327742744
2014-07-31,1.6692416903290486,0.0009158427618634484
2014-08-31,1.5062438759980923,0.00339758099386109
2014-09-30,1.4972493123280861,0.013771050610173639
2014-10-31,1.3329448612426242,0.057244575207643394
2014-11-30,1.0857594081832067,0.2095683324265335
2014-12-31,0.7322588005891362,0.5716526320041863
2015-01-31,0.04140186722421113,0.956571037970772
2015-02-28,0.1707014276846719,0.992767385909849
2015-03-31,0.19934927438929329,0.9985986081704471
2015-04-30,0.11032406404982709,0.9997005255055531
2015-05-31,0.18528621573490334,0.9997838004281487
2015-06-30,0.27042867572208973,0.9997332965164681
2015-07-31,0.2197328295222345,0.9997629228342177
2015-08-31,0.23927130079379744,0.9997398033437752
2015-09-30,0.06569964994405098,0.9996789793625703
2015-10-31,0.09549823379610967,0.9980763060793594
2015-11-30,0.2538775426298434,0.9845745916200187
2015-12-31,0.34596375617792496,0.9246513965225952
2016-01-31,0.8711486332691809,0.7345474638181846
2016-02-29,0.640330493157748,0.6098133320007509
2016-03-31,0.6855104733630268,0.4577160031812636
2016-04-30,0.9259068531526138,0.2946230512799567
2016-05-31,0.8486853596638255,0.19994507928729924
2016-06-30,0.8296074490339977,0.13390500985170228
2016-07-31,0.7550842682239489,0.08540472787044766
2016-08-31,0.8882104659263312,0.04158156307206367
2016-09-30,1.2197749212634612,0.01319915018618168
2016-10-31,1.4270032930845167,0.0036031217949344667
2016-11-30,1.3974040886628902,0.0011473673704799556
