date,cpi_yoy,log_vol_smoothed,prob_high_regime,regime_label
2017-04-30,2.176223471915395,-2.2934494,0.03135772390884033,low-vol
2017-05-31,1.8563431667619756,-2.525484,0.02657604980000567,low-vol
2017-06-30,1.640565809959127,-2.646388,0.027274174400620355,low-vol
2017-07-31,1.7251073506566073,-2.7941291,0.024535315062716768,low-vol
2017-08-31,1.92812155729698,-2.9194226,0.021144861612775952,low-vol
2017-09-30,2.1805652303711787,-2.9616272,0.021426358821706487,low-vol
2017-10-31,2.020757753132485,-3.0020342,0.02029523732727114,low-vol
2017-11-30,2.172493864295566,-2.9343193,0.022187458694934343,low-vol
2017-12-31,2.129930719552253,-2.8309588,0.0235253803399868,low-vol
2018-01-31,2.151318868063945,-2.6714191,0.02705947070566331,low-vol
2018-02-28,2.263468931091861,-2.429698,0.0342047333189186,low-vol
2018-03-31,2.3309497646499366,-2.1594524,0.04406377529994734,low-vol
2018-04-30,2.4709963021052994,-1.8606564,0.05853007211295097,low-vol
2018-05-31,2.781921607842497,-1.5760957,0.07656959994353431,low-vol
2018-06-30,2.8075506935940187,-1.4567949,0.08329826303147297,low-vol
2018-07-31,2.854124785561929,-1.4504324,0.0809816632022673,low-vol
2018-08-31,2.6429238568742575,-1.5662513,0.06594716284672965,low-vol
2018-09-30,2.332055105808828,-1.7788417,0.04978873825515075,low-vol
2018-10-31,2.492032470218053,-1.9459163,0.042849687565417904,low-vol
2018-11-30,2.147328577667773,-2.1782281,0.03313075462946855,low-vol
2018-12-31,2.0023809043401064,-2.3044765,0.030929424974751714,low-vol
2019-01-31,1.4875893578291333,-2.3485157,0.037122192029017745,low-vol
2019-02-28,1.5188615351321877,-2.480551,0.03547622655154177,low-vol
2019-03-31,1.8831863513063984,-2.7218096,0.025883525257566754,low-vol
2019-04-30,2.000583470209061,-2.8624628,0.022199733077772628,low-vol
2019-05-31,1.7959105553606136,-2.8752992,0.022783868947037975,low-vol
2019-06-30,1.671194894390049,-2.8155289,0.024741930361368313,low-vol
2019-07-31,1.826331335037068,-2.7947242,0.022800118016683694,low-vol
2019-08-31,1.7376412106666406,-2.6776516,0.023461214597752987,low-vol
2019-09-30,1.6844977040391562,-2.5508027,0.024209306608700742,low-vol
2019-10-31,1.7339736996186295,-2.3898122,0.0236837236797381,low-vol
2019-11-30,2.092290394862917,-2.1924653,0.024432603320556887,low-vol
2019-12-31,2.3195274699624457,-1.89358,0.029834353134598757,low-vol
2020-01-31,2.599767976845202,-1.5324537,0.03763414689924108,low-vol
2020-02-29,2.3413166797595197,-1.2652615,0.04212959767433055,low-vol
2020-03-31,1.4940399642909163,-0.8940919,0.055936429338547054,low-vol
2020-04-30,0.3130472940411133,-0.49231526,0.08493539225222943,low-vol
2020-05-31,0.1982013035848551,-0.28391403,0.08836841621994933,low-vol
2020-06-30,0.7166562831830481,-0.3226943,0.07022170877940029,low-vol
2020-07-31,0.9968647625897997,-0.38750204,0.052022779182628015,low-vol
2020-08-31,1.2810698495523853,-0.49052542,0.03852740626405736,low-vol
2020-09-30,1.3910228912373812,-0.53486085,0.031116106990803458,low-vol
2020-10-31,1.2303863428671624,-0.5114379,0.028281318739520053,low-vol
2020-11-30,1.1757452138405844,-0.45212036,0.026429870107939846,low-vol
2020-12-31,1.3204191315779434,-0.3695241,0.024375048102631403,low-vol
2021-01-31,1.3738437137002402,-0.24727684,0.02382084113307901,low-vol
2021-02-28,1.6698167791706853,-0.0065407217,0.02551893211128546,low-vol
2021-03-31,2.6678187820641908,0.33896795,0.032832157360397136,low-vol
2021-04-30,4.133077115360573,0.78513634,0.04785053260494347,low-vol
2021-05-31,4.918257089467626,1.1637045,0.05948552231570949,low-vol
2021-06-30,5.295632620349999,1.4616717,0.06343034568800246,low-vol
2021-07-31,5.245169381309234,1.6653781,0.0614399175835947,low-vol
2021-08-31,5.152015301793966,1.8434863,0.05852152568506315,low-vol
2021-09-30,5.351215590949132,2.0388615,0.05830653093946214,low-vol
2021-10-31,6.235042390298062,2.2514393,0.06185642196441703,low-vol
2021-11-30,6.901970403700863,2.4258263,0.06569489446195546,low-vol
2021-12-31,7.174340285065539,2.5931363,0.06802403774407222,low-vol
2022-01-31,7.558805726967832,2.7160962,0.07042227099410582,low-vol
2022-02-28,7.937278766517819,2.8317184,0.0728126712696235,low-vol
2022-03-31,8.572204966013853,2.92355,0.07518233012404625,low-vol
2022-04-30,8.231750770777225,2.977447,0.07521875120158665,low-vol
2022-05-31,8.538171195642065,3.003353,0.07661913848967745,low-vol
2022-06-30,8.979361103105798,2.9977992,0.07802596117025365,low-vol
2022-07-31,8.462576727730099,2.980609,0.07624211974428287,low-vol
2022-08-31,8.222579178218826,2.9257653,0.07442963260946331,low-vol
2022-09-30,8.192106896425821,2.8455954,0.07281691365646259,low-vol
2022-10-31,7.758813957693,2.7357054,0.06958847533363864,low-vol
2022-11-30,7.122856456533988,2.6029432,0.06515504651317988,low-vol
2022-12-31,6.404600402357152,2.4234774,0.06101860754825293,low-vol
2023-01-31,6.327178517960097,2.2205887,0.05870908367991055,low-vol
2023-02-28,5.957820738137087,2.0208857,0.05477608963544401,low-vol
2023-03-31,4.917719362889961,1.7866122,0.04824772560218444,low-vol
2023-04-30,4.950079879124369,1.5560448,0.043870430040491924,low-vol
2023-05-31,4.131851231385042,1.2674611,0.03715907958549636,low-vol
2023-06-30,3.070617072997095,1.0001618,0.031237420917226172,low-vol
2023-07-31,3.287749268428297,0.8269331,0.0306751614027001,low-vol
2023-08-31,3.722504803505289,0.7449479,0.032888717358457754,low-vol
2023-09-30,3.687206638119256,0.6341238,0.03346973734280321,low-vol
2023-10-31,3.2512659098611785,0.48359048,0.03177344461727069,low-vol
2023-11-30,3.1333462745911866,0.37091294,0.03137823571790765,low-vol
2023-12-31,3.3159099427102934,0.32271338,0.03271983713654867,low-vol
2024-01-31,3.0883429864855705,0.23657756,0.033443846787252096,low-vol
2024-02-29,3.157074141648697,0.19997652,0.0361796837373448,low-vol
2024-03-31,3.4868349120836584,0.17032419,0.04052018716974593,low-vol
2024-04-30,3.3607951262196734,0.06732735,0.04121533773256175,low-vol
2024-05-31,3.244278584003113,-0.053617775,0.03943554652371453,low-vol
2024-06-30,2.9702579486470926,-0.20806798,0.03561490036764248,low-vol
2024-07-31,2.9414757935583014,-0.38508666,0.032624233877003174,low-vol
2024-08-31,2.607144490692037,-0.5599016,0.02849628913624991,low-vol
2024-09-30,2.4264830315416708,-0.6972384,0.026766084688423113,low-vol
2024-10-31,2.578844053871343,-0.7349116,0.02870891834565447,low-vol
2024-11-30,2.719472461284833,-0.7380592,0.03268515012624142,low-vol
2024-12-31,2.870690967509981,-0.73539823,0.03713053947159041,low-vol
2025-01-31,2.9909783078999608,-0.7651175,0.0391930354169513,low-vol
2025-02-28,2.8015834477613355,-0.8705709,0.03493806844916305,low-vol
2025-03-31,2.381981462805549,-0.9952679,0.028224077298343,low-vol
2025-04-30,2.32538823025783,-1.025157,0.025684764227055613,low-vol
2025-05-31,2.3772651073680873,-0.9928518,0.026815311164447773,low-vol
2025-06-30,2.680453865910226,-0.87959737,0.03151574251057624,low-vol
2025-07-31,2.742618052167134,-0.734437,0.036065708090778616,low-vol
2025-08-31,2.9385917430316155,-0.5858834,0.041544340189976325,low-vol
2025-09-30,3.0225715847133294,-0.4860305,0.04570795003420158,low-vol
2025-11-30,2.988299628363511,-0.44490382,0.04835922457410312,low-vol
2025-12-31,3.00226204316838,-0.41828755,0.05159421094940072,low-vol
2026-01-31,2.8286797395498997,-0.39551067,0.05607116765909098,low-vol
2026-02-28,2.6645890876940914,-0.3454309,0.06791513860804366,low-vol
2026-03-31,3.3202055812236786,-0.23579338,0.09592135342324154,low-vol
