date,yoy,p_high
2023-05-31,5.337547036084689,1.0
2023-06-30,4.853596327155252,1.0
2023-07-31,4.700970557935236,1.0
2023-08-31,4.399143440066089,1.0
2023-09-30,4.128747996485882,1.0
2023-10-31,4.027401561127464,0.9999999999999998
2023-11-30,4.017980521102138,0.9999999999999998
2023-12-31,3.9154727698627045,0.9999999999999947
2024-01-31,3.8583540949372663,0.9999999999999764
2024-02-29,3.7619647313751337,0.9999999999997341
2024-03-31,3.8161935067360986,0.9999999999999307
2024-04-30,3.6260251717590952,0.9999999999934944
2024-05-31,3.394419668976645,0.9999999991499866
2024-06-30,3.2654173234475614,0.9999999906298626
2024-07-31,3.2301916105644812,0.9999999826464367
2024-08-31,3.2850959364300047,0.9999999934070452
2024-09-30,3.2823574494668994,0.9999999930750432
2024-10-31,3.298689706765301,0.9999999948448949
2024-11-30,3.2859356193500444,0.9999999935057403
2024-12-31,3.2133335461932644,0.9999999768316311
2025-01-31,3.282970485398584,0.9999999931450461
2025-02-28,3.13755688228059,0.9999999131369695
2025-03-31,2.808783050077035,0.9999916643920667
2025-04-30,2.7760200724699313,0.9999870923843939
2025-05-31,2.7658403935930886,0.9999862766606228
2025-06-30,2.910895442696071,0.999997585996015
2025-07-31,3.0544930080893096,0.999999701368903
2025-08-31,3.111806098514469,0.9999998773897465
2025-09-30,3.0199668258857892,0.9999995030903022
2025-11-30,2.8943434111105226,0.999997192239646
2025-12-31,2.837998245815232,0.9999942511561467
2026-01-31,2.9493378374616075,0.9999938200176995
2026-02-28,2.7335062438778035,0.9995869133663028
2026-03-31,2.6730984898529986,0.9970078923352375
