date,yoy,p_high
2019-06-30,1.6569813098790576,4.392088444103125e-06
2019-07-31,1.6391192674940713,4.40814031025055e-06
2019-08-31,1.745804579673771,5.178217398756777e-06
2019-09-30,1.6320140893302693,4.375132142865458e-06
2019-10-31,1.6235859562745425,4.29677232843171e-06
2019-11-30,1.4977183197472543,4.5387386648518084e-06
2019-12-31,1.544751058548699,4.389431700303363e-06
2020-01-31,1.5913288616700605,4.9878997929866005e-06
2020-02-29,1.6976972310441596,1.1967989478493104e-05
2020-03-31,1.5272953094374042,7.209556783987101e-05
2020-04-30,0.9954970222243897,0.0006624690641744015
2020-05-31,0.9973783749794407,0.0008687967078769255
2020-06-30,0.9704519119350996,0.000784854381932705
2020-07-31,1.2143366963097257,0.00022593151473939915
2020-08-31,1.3931038469319867,3.646847201821364e-05
2020-09-30,1.4796915464076354,1.0680495940328067e-05
2020-10-31,1.4217326104510208,2.002087483738839e-05
2020-11-30,1.453521884486797,0.00011238982288773229
2020-12-31,1.508790092214496,0.0009175863105479192
2021-01-31,1.6974939477738316,0.008623870565230982
2021-02-28,1.7094670091967412,0.07928765444326362
2021-03-31,2.1991360195733556,0.712681771781503
2021-04-30,3.1306032044336574,0.9999999929984638
2021-05-31,3.5411199019175887,1.0
2021-06-30,3.8617128102137466,1.0
2021-07-31,3.92711817566731,1.0
2021-08-31,3.9584580447155737,1.0
2021-09-30,4.013850678303776,1.0
2021-10-31,4.436672448273571,1.0
2021-11-30,4.8908669097107005,1.0
2021-12-31,5.2145501246505965,1.0
2022-01-31,5.35843659732218,1.0
2022-02-28,5.602764293293028,1.0
2022-03-31,5.593221924008485,1.0
2022-04-30,5.345023150300299,1.0
2022-05-31,5.184136763522318,1.0
2022-06-30,5.31569109508947,1.0
2022-07-31,5.107374057840786,1.0
2022-08-31,5.362447330658338,1.0
2022-09-30,5.606479327988612,1.0
2022-10-31,5.459759683450094,1.0
2022-11-30,5.20808883271644,1.0
2022-12-31,4.9668814733705435,1.0
2023-01-31,4.937665213974429,1.0
2023-02-28,4.855603371625716,1.0
2023-03-31,4.783286394955444,1.0
2023-04-30,4.789642299240104,1.0
2023-05-31,4.731625374880166,1.0
2023-06-30,4.383786808421353,1.0
2023-07-31,4.299124123250864,1.0
2023-08-31,3.8282036156702226,1.0
2023-09-30,3.687774208035388,1.0
2023-10-31,3.4740628549791763,1.0
2023-11-30,3.2907438711504255,0.9999999999999891
2023-12-31,3.1123879882344996,0.9999999999986593
2024-01-31,3.159014510020852,0.9999999999995982
2024-02-29,3.059467984974007,0.9999999999949637
2024-03-31,3.122173857921662,0.9999999999989557
2024-04-30,3.006720905553606,0.999999999982018
2024-05-31,2.7711764063720334,0.9999999970049885
2024-06-30,2.7531619063573265,0.9999999957369046
2024-07-31,2.8062163337682744,0.999999998516031
2024-08-31,2.873279917118543,0.9999999996345431
2024-09-30,2.838627996468368,0.9999999992390897
2024-10-31,2.9865021082658982,0.9999999999710729
2024-11-30,2.980710120125618,0.9999999999668941
2024-12-31,2.9885896245190446,0.9999999999724485
2025-01-31,2.7801380994415092,0.9999999974927728
2025-02-28,2.9686432938117457,0.9999999999561967
2025-03-31,2.670294814316976,0.9999999798027709
2025-04-30,2.614795918367352,0.9999999464126037
2025-05-31,2.783883382495933,0.9999999976693953
2025-06-30,2.8073722050588,0.9999999985505964
2025-07-31,2.86304724556794,0.9999999995452279
2025-08-31,2.912416347215907,0.9999999998441877
2025-09-30,2.825069249833967,0.9999999989915788
2025-10-31,2.75453840687383,0.9999999958498806
2025-11-30,2.8290927864990767,0.9999999990721035
2025-12-31,2.971110180682146,0.999999999958646
2026-01-31,3.050880107876419,0.9999999999937829
2026-02-28,2.9677574014143726,0.999999990915564
