horizon_days,n,rmse,mae,mean_err,cov_80,cov_95,width80,width95
1,102,0.09052339098688311,0.03745594696078827,-0.016602931687617083,0.696078431372549,0.9411764705882353,0.06350764150700522,0.3265617572831361
7,102,0.18366055628854003,0.13128356083853648,-0.032706113673291695,0.696078431372549,0.7549019607843137,0.46455776907151636,0.6731619525496916
14,101,0.3086280601061956,0.23172069263856185,0.017817412425487397,0.6039603960396039,0.7326732673267327,0.6070449476481684,0.9894415455930045
30,101,0.4717106992186868,0.3650092140312454,0.021405230150587,0.6633663366336634,0.7326732673267327,0.9964749595885917,1.5318336070189789
90,99,1.5901299551643768,1.1926749242219157,0.1734417037561698,0.40404040404040403,0.6060606060606061,1.836992497786399,2.8230099930250785
