horizon_months,n,rmse,mae,mean_err,cov_80,cov_95,width80,width95
1,33,3.0340778251034224,1.5385664322203405,-1.0217555857288136,0.7878787878787878,0.9696969696969697,4.433330854890543,10.70823712173938
3,33,3.138602218971794,1.9477397031199772,-0.8588287434945021,0.5757575757575758,0.7878787878787878,5.045563484965231,14.848209012966311
