origin,horizon_days,target_date,point,lo80,hi80,lo95,hi95,actual,error_pp,in_80,in_95,width80_pp,width95_pp
2018-01-01,1,2018-01-02,1.9142319725299133,1.859335510125592,1.9776647360275017,1.8401257528329777,2.0109342012560107,1.926629,-0.012397027470086641,True,True,0.11832922590190975,0.170808448423033
2018-01-01,7,2018-01-08,1.8889837339508901,1.7438568446532658,2.1029473903725995,1.6360155064819593,2.2142773906090967,1.866866,0.022117733950890228,True,True,0.35909054571933363,0.5782618841271374
2018-01-01,14,2018-01-15,1.9121325005488259,1.6391809285419094,2.165650347591889,1.5479932798913199,2.4383011194812494,1.831053,0.08107950054882584,True,True,0.5264694190499795,0.8903078395899295
2018-01-01,30,2018-01-31,2.146229990286509,1.6891002205753363,2.5634939978246254,1.4492598276420077,2.8409447741056097,2.04058,0.10564999028650934,True,True,0.8743937772492891,1.391684946463602
2018-01-01,90,2018-04-01,1.673310828316145,0.7606483284549153,2.653610811724353,0.4445646814978326,3.3883620750081627,2.763042,-1.089731171683855,False,True,1.8929624832694378,2.94379739351033
2018-01-31,1,2018-02-01,1.6442546283946782,1.585240649734191,1.7048608610942741,1.567730615361367,1.7317054330942763,2.240248,-0.5959933716053216,False,False,0.11962021136008305,0.16397481773290923
2018-01-31,7,2018-02-07,1.6757225655569998,1.5308908653492428,1.8785137350823402,1.4282525481508022,1.9973883395238676,2.286368,-0.6106454344430001,False,False,0.3476228697330974,0.5691357913730655
2018-01-31,14,2018-02-14,1.7025856019470345,1.4463992395279304,1.9606373893521658,1.35387901199698,2.182184325064369,2.236863,-0.5342773980529656,False,False,0.5142381498242354,0.8283053130673892
2018-01-31,30,2018-03-02,1.7067177845801442,1.256603428039368,2.115007947945621,1.0141019930769455,2.406694505354508,2.613357,-0.9066392154198559,False,False,0.8584045199062529,1.3925925122775624
2018-01-31,90,2018-05-01,1.4053743710562863,0.5208404840953209,2.3811059325713004,0.18738577174338547,3.132430890034657,3.14393,-1.7385556289437138,False,False,1.8602654484759795,2.9450451182912714
2018-03-02,1,2018-03-03,2.6236593366135326,2.566549903751853,2.685050867396656,2.5476358299746367,2.7122732013674398,2.615546,0.008113336613532418,True,True,0.11850096364480311,0.1646373713928031
2018-03-02,7,2018-03-09,2.687134634686223,2.531603155386328,2.894332014974583,2.4222180578674,3.009953415079176,2.651786,0.03534863468622307,True,True,0.36272885958825496,0.5877353572117756
2018-03-02,14,2018-03-16,2.727448150971074,2.468395504240077,2.987263523326033,2.3735611924430358,3.272599194376987,2.622209,0.10523915097107439,True,True,0.5188680190859563,0.8990380019339512
2018-03-02,30,2018-04-01,2.631986249952662,2.1759451316245944,3.0440658230645496,1.9312092546809292,3.3725552876175713,2.763042,-0.13105575004733794,True,True,0.8681206914399553,1.441346032936642
2018-03-02,90,2018-05-31,2.5172054459074618,1.569793611487846,3.525590118988184,1.2233218393892666,4.248426808729951,3.232325,-0.7151195540925381,True,True,1.955796507500338,3.025104969340684
2018-04-01,1,2018-04-02,2.768583594104197,2.708457322290143,2.830604833452963,2.690639482276256,2.863353895476561,2.773905,-0.0053214058958031,True,True,0.12214751116282008,0.17271441320030512
2018-04-01,7,2018-04-08,2.747930547998263,2.594756575398367,2.94384372230442,2.5010193654781783,3.0568900479622796,2.737962,0.009968547998262967,True,True,0.349087146906053,0.5558706824841013
2018-04-01,14,2018-04-15,2.760326911083506,2.4914715282642885,3.031940426202806,2.3849035187496495,3.299385378092553,2.761961,-0.0016340889164938588,True,True,0.5404688979385175,0.9144818593429034
2018-04-01,30,2018-05-01,2.615044051674893,2.1535290476403968,3.02034991875779,1.9289558972266903,3.381895390962828,3.14393,-0.5288859483251072,False,True,0.866820871117393,1.4529394937361377
2018-04-01,90,2018-06-30,2.6355228298102285,1.7557860048925635,3.59954806263868,1.3566005851108476,4.356513520771336,3.056649,-0.4211261701897717,True,True,1.8437620577461165,2.9999129356604883
2018-05-01,1,2018-05-02,3.1536060726650104,3.095273595997606,3.2189594570978106,3.0768690891756014,3.2505139823226257,3.133951,0.01965507266501021,True,True,0.12368586110020452,0.17364489314702425
2018-05-01,7,2018-05-08,3.1932134200029103,3.0458534006053815,3.3959751144163217,2.9330435294273216,3.5247943177135737,3.137437,0.0557764200029105,True,True,0.35012171381094026,0.591750788286252
2018-05-01,14,2018-05-15,3.219072029247044,2.9458370927935182,3.486573188791032,2.8451760147188576,3.770591121617085,3.13075,0.08832202924704413,True,True,0.5407360959975138,0.9254151068982273
2018-05-01,30,2018-05-31,3.343552513289366,2.8815552696123423,3.753370412628868,2.620735562501085,4.088835998884392,3.232325,0.11122751328936609,True,True,0.8718151430165255,1.4681004363833066
2018-05-01,90,2018-07-30,3.135345667226613,2.2002462543055854,4.113044979774148,1.903626451273701,4.878872399262841,3.006322,0.12902366722661318,True,True,1.912798725468563,2.9752459479891398
2018-05-31,1,2018-06-01,2.929103319001511,2.871453018201053,2.9873478825825313,2.851537030354966,3.024131563040727,3.195488,-0.2663846809984891,False,False,0.11589486438147834,0.17259453268576097
2018-05-31,7,2018-06-07,2.9250713164094306,2.7755786944229506,3.1299846139741656,2.6576061389850123,3.238187487477114,3.100378,-0.17530668359056945,True,True,0.35440591955121503,0.5805813484921019
2018-05-31,14,2018-06-14,3.0269428897796797,2.7588667027344322,3.310483195776623,2.6565929687092162,3.5973948902286175,3.108585,-0.08164211022032042,True,True,0.5516164930421907,0.9408019215194012
2018-05-31,30,2018-06-30,3.220486686101473,2.7455142813496853,3.6350163255239782,2.5181051806490853,3.9697941948676183,3.056649,0.16383768610147298,True,True,0.8895020441742929,1.451689014218533
2018-05-31,90,2018-08-29,3.06431389647531,2.113835641837309,4.060028332171314,1.6952206826340945,4.841536074812307,2.818905,0.24540889647530983,True,True,1.9461926903340054,3.1463153921782125
2018-06-30,1,2018-07-01,2.9039062967838536,2.8467291364179648,2.9658713643560652,2.8291411510636517,2.998891749873392,3.151311,-0.2474047032161466,False,False,0.11914222793810048,0.16975059880974008
2018-06-30,7,2018-07-07,2.885051796089333,2.734781593178943,3.0845457798183706,2.6165415739194766,3.203852174741121,3.12691,-0.24185820391066715,False,True,0.34976418663942743,0.5873106008216444
2018-06-30,14,2018-07-14,2.9330114787125994,2.6592018253630445,3.2021595622493937,2.551208332340557,3.465100037910113,3.056386,-0.12337452128740045,True,True,0.5429577368863492,0.9138917055695557
2018-06-30,30,2018-07-30,3.02728505053671,2.552224530451712,3.4401577986190346,2.3352752612090923,3.7170436715588777,3.006322,0.020963050536709993,True,True,0.8879332681673224,1.3817684103497854
2018-06-30,90,2018-09-28,2.7665136220165643,1.7887954645488358,3.713401950398094,1.416027298254261,4.424363597583445,2.589084,0.1774296220165641,True,True,1.9246064858492584,3.0083362993291844
2018-07-30,1,2018-07-31,2.9920794598203013,2.936872720232143,3.0560929298375092,2.9129340540110173,3.088805738367053,2.984984,0.007095459820301464,True,True,0.11922020960536628,0.17587168435603573
2018-07-30,7,2018-08-06,2.7475993597198265,2.5960275473284553,2.957592226260924,2.492702941178296,3.0715396108106963,2.828543,-0.08094364028017331,True,True,0.3615646789324689,0.5788366696324001
2018-07-30,14,2018-08-13,2.8302569296980216,2.563017950348859,3.0956645514339107,2.4513701079660932,3.350448583542069,2.791712,0.03854492969802159,True,True,0.5326466010850517,0.8990784755759758
2018-07-30,30,2018-08-29,3.049692683515198,2.583694037134857,3.4640856031012377,2.3542118618585515,3.711055620222078,2.818905,0.23078768351519807,True,True,0.8803915659663808,1.3568437583635267
2018-07-30,90,2018-10-28,3.0616357373453638,2.1175361657818446,4.0362480067142545,1.781104608904887,4.714074840275286,2.658577,0.40305873734536357,True,True,1.91871184093241,2.932970231370399
2018-08-29,1,2018-08-30,2.8077237104843284,2.7491476352363504,2.8682977342729994,2.7298152879345694,2.8941317066237677,2.789012,0.018711710484328403,True,True,0.11915009903664897,0.16431641868919833
2018-08-29,7,2018-09-05,2.3676036435538346,2.2179330365415812,2.5795531113530563,2.1184822435974335,2.6930877796128527,2.432399,-0.06479535644616563,True,True,0.36162007481147507,0.5746055360154192
2018-08-29,14,2018-09-12,2.4254054641120577,2.1645295775874214,2.6925225525936898,2.0544278017929365,2.968398233752902,2.459886,-0.03448053588794231,True,True,0.5279929750062684,0.9139704319599655
2018-08-29,30,2018-09-28,2.653206651579782,2.1886146745202613,3.063698066347486,1.9510513783372991,3.3696951108011266,2.589084,0.06412265157978192,True,True,0.8750833918272249,1.4186437324638275
2018-08-29,90,2018-11-27,3.3507306160882773,2.4069624154932674,4.312077635304809,2.0101637050875123,5.022445392390625,2.355667,0.9950636160882773,False,True,1.9051152198115417,3.012281687303113
2018-09-28,1,2018-09-29,2.5867625924671764,2.528056642307742,2.6500886011219746,2.5085276150076794,2.6813401537135726,2.581057,0.005705592467176501,True,True,0.12203195881423268,0.1728125387058932
2018-09-28,7,2018-10-05,2.70355282053614,2.5525265447735177,2.910974976889765,2.4362537703042397,3.023170406028047,2.684825,0.018727820536140083,True,True,0.35844843211624733,0.5869166357238074
2018-09-28,14,2018-10-12,2.797477805122309,2.5262650334728396,3.064480957359593,2.428201538455487,3.3305115183784735,2.759817,0.03766080512230907,True,True,0.5382159238867534,0.9023099799229866
2018-09-28,30,2018-10-28,2.9298810152175756,2.4826324426743893,3.322633808829235,2.250903017216569,3.596722563494877,2.658577,0.2713040152175754,True,True,0.8400013661548456,1.345819546278308
2018-09-28,90,2018-12-27,3.718794549869545,2.752127234014937,4.68244709891752,2.422440904917361,5.428593860977657,2.293108,1.4256865498695448,False,False,1.9303198649025832,3.0061529560602964
2018-10-28,1,2018-10-29,2.666462143964115,2.609471211965096,2.7294751811439615,2.5908259919176864,2.75623178845191,2.624206,0.04225614396411492,True,True,0.12000396917886569,0.16540579653422371
2018-10-28,7,2018-11-04,2.97768512842465,2.8240965462655425,3.1872650621121172,2.7190743366673913,3.311947547100513,2.666228,0.31145712842465034,False,False,0.3631685158465747,0.5928732104331216
2018-10-28,14,2018-11-11,2.9806635375281103,2.6977698836242685,3.2544572064929516,2.6160185596135337,3.4815402189910043,2.499973,0.48069053752811053,False,False,0.556687322868683,0.8655216593774706
2018-10-28,30,2018-11-27,3.1879058007166,2.717650329042472,3.6141654228891777,2.4409078688436825,3.897088474778012,2.355667,0.8322388007166,False,False,0.8965150938467059,1.4561806059343296
