horizon_days,n,rmse,mae,mean_err,cov_80,cov_95,width80,width95
1,102,0.0908161887780247,0.03781921455780089,-0.016696606678601133,0.7156862745098039,0.9313725490196079,0.06334706199336632,0.32399998853759115
7,102,0.18252922459569493,0.1310913150057298,-0.035536713447935304,0.696078431372549,0.7745098039215687,0.4646381624932407,0.6721977777146806
14,101,0.30445133297927124,0.2296565337152295,0.008075260684103042,0.6237623762376238,0.7425742574257426,0.6055086684410743,0.9858211240315105
30,101,0.46727276118004185,0.36098493291062994,-0.005729897099549617,0.6633663366336634,0.7425742574257426,0.9843111323722111,1.4991117287759372
90,99,1.5574201807475223,1.1704646364616058,0.0333548509016371,0.46464646464646464,0.5959595959595959,1.7540007058044298,2.6514450364933415
