horizon_days,n,rmse,mae,mean_err,cov_80,cov_95,width80,width95
30,33,0.6881820877231282,0.48986911238162256,-0.2665682371818129,0.696969696969697,0.8181818181818182,4.433330854890543,10.70823712173938
90,33,1.868649390318823,1.4008482407448735,-0.5531785274206604,0.5151515151515151,0.6363636363636364,5.045563484965231,14.848209012966311
