target,n,bvar_rmse_log,naive_rmse_log,rmse_red_pct
log_fx_eurusd,135,0.0168372739614095,0.016651777594477855,-1.1139733633793059
log_diesel,135,0.051233794392739174,0.050884890195591025,-0.6856734795084307
log_freight,135,0.028352669571181866,0.028411904835931378,0.20848748118640348
log_truf_vehicle,135,0.005621888854713204,0.005858632691077124,4.040940076760369
log_truf_transport,135,0.01221821395734379,0.012529940515094925,2.487853452900235
