origin,target,pred,lo80,hi80,lo95,hi95,today,actual,error,naive_error,pred_up,actual_up
2026-04-04,2026-04-05,1.4488958859453518,1.3604464299254002,1.4954285773504448,1.1711024934494723,1.5769422214837885,1.390179,1.427348,0.02154788594535173,-0.03716900000000001,True,True
2026-04-05,2026-04-06,1.4881011523216934,1.3979238166273211,1.532891584612182,1.2086408477428243,1.6145177374502722,1.427348,1.435096,0.05300515232169345,-0.007747999999999866,True,True
2026-04-06,2026-04-07,1.480351670407519,1.4113375421338228,1.5403377985902806,1.2720904435815557,1.6209322075540284,1.435096,1.63108,-0.15072832959248106,-0.19598400000000016,True,True
2026-04-07,2026-04-08,1.6721566111272472,1.600807224574277,1.7404350234255375,1.4616064363972598,1.8438798467193322,1.63108,1.680675,-0.008518388872752691,-0.049594999999999834,True,True
2026-04-08,2026-04-09,1.7236635334319133,1.6503522224182103,1.7900717755430813,1.5111913532981816,1.8934247302144112,1.680675,1.656246,0.06741753343191315,0.024428999999999812,True,False
2026-04-09,2026-04-10,1.703326065763136,1.6271616456492497,1.767049587238375,1.4880654812396243,1.8702279718015944,1.656246,1.694059,0.009267065763135962,-0.037812999999999874,True,True
2026-04-10,2026-04-11,1.7425820229287305,1.6658302012489066,1.8057483760640312,1.5267466213296736,1.9088974610324634,1.694059,1.652519,0.09006302292873047,0.04153999999999991,True,False
2026-04-11,2026-04-12,1.7075626675053615,1.6197216214960979,1.7537586737388882,1.4857343239068423,1.8677646764610691,1.652519,1.869856,-0.1622933324946385,-0.2173369999999999,True,True
2026-04-12,2026-04-13,1.931996630802753,1.8307907949267692,1.9649908855504965,1.6971708628243292,2.061840751296586,1.869856,1.837919,0.09407763080275289,0.03193699999999988,True,False
2026-04-13,2026-04-14,1.8981346423035765,1.7982947099714277,1.9325009956896229,1.6646614163174918,2.029363095818313,1.837919,1.885159,0.012975642303576507,-0.04723999999999995,True,True
2026-04-14,2026-04-15,1.9403777731392604,1.8448732890716246,1.9790989896363151,1.7111978974229196,2.0759988643872362,1.885159,1.82773,0.11264777313926033,0.05742899999999995,True,False
