,nsa,sa,trend,sa_minus_nsa_pct
2010-01-31,100.0,99.9685892844254,99.9114388561783,-0.03141071557459796
2010-02-28,99.949579,99.6951552661959,99.7351396914176,-0.25455208150911846
2010-03-31,99.889537,99.6268882086236,99.5540092955732,-0.2629392419512433
2010-04-30,99.487582,99.2593337048079,99.3875432973364,-0.22942390457545425
2010-05-31,99.597696,99.3372007567086,99.259090972729,-0.26154745918158806
2010-06-30,99.302342,99.1117919457956,99.1704421661168,-0.19188878164061451
2010-07-31,99.150317,99.1361420197046,99.0947229046048,-0.014296454841800088
2010-08-31,98.98797,99.0130208631134,99.0077489810254,0.0253069773159309
2010-09-30,98.649386,98.8884041973144,98.8890980895219,0.24229060818927728
2010-10-31,98.544378,98.7941864254196,98.7656035152748,0.253498403957253
2010-11-30,98.246405,98.6144389486903,98.6479592391453,0.3746029675999907
2010-12-31,98.216299,98.5551348663255,98.565922461996,0.34498944653320596
2011-01-31,98.600907,98.5718832997203,98.5371579974426,-0.029435530729660098
2011-02-28,98.781584,98.5307992446386,98.5840603413651,-0.25387804609551257
2011-03-31,98.902865,98.6548252221553,98.683423109394,-0.25079129694040025
2011-04-30,99.072067,98.8498200071823,98.7895528976544,-0.22432861203723897
2011-05-31,99.217634,98.9733351483191,98.895005270128,-0.24622523419668418
2011-06-30,99.109115,98.9115736704668,99.014620854447,-0.19931701492159615
2011-07-31,99.124989,99.1047116394946,99.1546781154909,-0.020456355869458154
2011-08-31,99.377114,99.4137040494368,99.3218827884391,0.036819392276576934
2011-09-30,99.312852,99.5416381440136,99.5091185029921,0.23036912081992877
2011-10-31,99.395694,99.6209950340146,99.6995640989261,0.22667081937632894
2011-11-30,99.237593,99.5912277275366,99.9121368200517,0.35635157690352415
2011-12-31,99.834533,100.175572514049,100.164032675259,0.34160475719258176
2012-01-31,100.407857,100.394392220385,100.432449709767,-0.013410085642007186
2012-02-29,100.975899,100.730920829884,100.652359038489,-0.24261053631817742
2012-03-31,101.001243,100.780228463261,100.800023635417,-0.21882358095236532
2012-04-30,101.169766,100.93374213205,100.89135826797,-0.23329486395173848
2012-05-31,101.081327,100.857384278111,100.953330854788,-0.22154707356483172
2012-06-30,101.25504100000002,101.032447383672,100.993732678168,-0.21983460194147098
2012-07-31,101.254353,101.233256014997,101.003643976506,-0.02083563262015309
2012-08-31,100.967597,101.031998509044,100.981007097628,0.06378433374423231
2012-09-30,100.674461,100.883153898827,100.967836156599,0.2072947764051314
2012-10-31,100.715447,100.904720746886,100.994533404787,0.18792921296968412
2012-11-30,100.9745,101.310941527535,101.065448707561,0.3331945466776176
2012-12-31,100.860697,101.195181642147,101.135936096906,0.33163031001759435
2013-01-31,101.14047,101.149600533006,101.157577821555,0.009027576207620847
2013-02-28,101.352681,101.11617361987,101.116726999623,-0.23335088701798012
2013-03-31,101.271785,101.085386975479,101.067244004863,-0.1840572125009876
2013-04-30,101.215156,100.977844279194,101.042756810146,-0.23446263404068857
2013-05-31,101.22282,101.029788435281,101.040551413092,-0.19069965124365318
2013-06-30,101.395333,101.143160234569,101.052769313984,-0.2487025368623219
2013-07-31,101.042845,101.008438334231,101.073927994187,-0.03405156077008753
2013-08-31,100.940058,101.044734748992,101.086376455498,0.10370189106885253
2013-09-30,100.929252,101.122823895658,101.055264988508,0.19178968616353487
2013-10-31,100.876239,101.017547919402,100.97224594109,0.1400814709220155
2013-11-30,100.51582,100.842823055628,100.851907545238,0.32532496439665604
2013-12-31,100.30955,100.622453772852,100.717793988284,0.31193816825216825
2014-01-31,100.620667,100.643663707777,100.606825425649,0.02285485523267905
2014-02-28,100.775955,100.572347462844,100.519193963337,-0.20203979923186788
2014-03-31,100.57101,100.40716641923,100.433758579622,-0.1629133293679863
2014-04-30,100.60688,100.374776633266,100.372784058654,-0.23070327470050556
2014-05-31,100.51569,100.32938878347,100.369459196661,-0.18534540879141526
2014-06-30,100.659157,100.382314483025,100.424780308558,-0.2750296398518315
2014-07-31,100.643603,100.603267389179,100.500106053386,-0.040077669736249266
2014-08-31,100.425233,100.567053384968,100.579884427822,0.1412198714719537
2014-09-30,100.404063,100.581154710822,100.656518392711,0.17637902842837505
2014-10-31,100.929889,101.023798035029,100.702393993723,0.09304383068231559
2014-11-30,100.53059,100.876672877987,100.698627397646,0.34425628854559687
2014-12-31,100.346407,100.650611359541,100.644251408228,0.3031542121293862
2015-01-31,100.503748,100.52072934298,100.596830583507,0.016896228566531946
2015-02-28,100.741135,100.573248138659,100.635430279631,-0.16665174691649076
2015-03-31,100.879149,100.728324338943,100.783389469497,-0.14951024324858508
2015-04-30,101.404145,101.169359849207,100.959028521338,-0.23153407663266679
2015-05-31,101.266615,101.071246804335,101.048341271904,-0.1929245839460525
2015-06-30,101.382715,101.101179254196,101.040229906981,-0.277696001536365
2015-07-31,100.978214,100.899518495649,100.992738838252,-0.07793315135380396
2015-08-31,100.731559,100.892030782329,100.972746321772,0.15930636229803952
2015-09-30,100.932576,101.108092942986,101.007923816783,0.1738952377337677
2015-10-31,100.9691,101.030162740773,101.051619345977,0.060476661446906554
2015-11-30,100.689771,101.083361943478,101.083953800005,0.39089466543529294
2015-12-31,100.796023,101.105165564477,101.096193780454,0.3067011527597696
2016-01-31,101.008075,101.004012936019,101.08071632774,-0.004021524002917332
2016-02-29,101.26470600000002,101.144931212488,101.011517193679,-0.11827890707747368
2016-03-31,101.301493,101.162129213432,100.892703984596,-0.13757327995945756
2016-04-30,100.869379,100.62355543196,100.783941050897,-0.24370484925856362
2016-05-31,100.88642,100.659876693418,100.721286647964,-0.22455282542684918
2016-06-30,101.062787,100.790737647897,100.705751629938,-0.2691884522272203
2016-07-31,100.881489,100.7710888993,100.724879783006,-0.10943543934012201
2016-08-31,100.526538,100.677756504865,100.731558438289,0.15042645243090735
2016-09-30,100.573146,100.724403766356,100.746017127748,0.15039577896469591
2016-10-31,100.805059,100.859271759015,100.815381455186,0.053779799895758984
2016-11-30,100.367872,100.817281927564,100.91279703687,0.4477627338397516
2016-12-31,100.767514,101.102297853403,101.011886171392,0.3322339116185846
2017-01-31,101.143177,101.133958210232,101.082491686357,-0.009114593827719286
2017-02-28,101.086772,100.98166944969,101.135281260447,-0.10397260514956042
2017-03-31,101.425343,101.303471608288,101.169947589246,-0.12015871783839227
2017-04-30,101.342157,101.073558219816,101.165529866651,-0.26504150704430574
2017-05-31,101.498914,101.256394020915,101.135881815742,-0.23893849650943322
2017-06-30,101.28199,101.026667751886,101.071848653573,-0.2520904734533702
2017-07-31,101.091949,100.942979214836,101.017228310146,-0.14736068167406913
2017-08-31,100.984371,101.101326436502,101.018251130656,0.11581538345375453
2017-09-30,100.842328,100.967060559689,101.060594533916,0.1236906784708669
2017-10-31,101.152138,101.219051047143,101.146037500818,0.06615089751538239
2017-11-30,100.740035,101.226718056955,101.240992589848,0.483107889485046
2017-12-31,100.942865,101.311061789301,101.331485828957,0.3647576173917644
2018-01-31,101.502266,101.496639850691,101.441652040024,-0.0055428804998425285
2018-02-28,102.942817,102.87202064694,102.920503317179,-0.06877250411750913
2018-03-31,103.112446,102.992216728687,103.071346969435,-0.11660015446923744
2018-04-30,103.699722,103.401534801484,103.227631237028,-0.28754869614403544
2018-05-31,103.601928,103.316928276861,103.388328859784,-0.27509113839946364
2018-06-30,103.669553,103.424245972997,103.535552228048,-0.23662398448172084
2018-07-31,104.023061,103.881351362552,103.66533628036,-0.13622905929292495
2018-08-31,103.667366,103.745118853402,103.788907753277,0.07500224651411092
2018-09-30,103.790498,103.891130999395,103.923728454467,0.09695781534355685
2018-10-31,104.055948,104.14694826822,104.120335546337,0.08745321143968088
2018-11-30,103.83465,104.3255212252,104.440356675049,0.47274317889067774
2018-12-31,104.424349,104.814686612511,104.846352509247,0.3737994215419871
2019-01-31,105.376044,105.399338913498,105.224024343923,0.02210646045699427
2019-02-28,105.601242,105.560938244424,105.528764862974,-0.038165986320504164
2019-03-31,105.838289,105.721570378436,105.783748708504,-0.1102801478243931
2019-04-30,106.295009,105.964129889446,106.064626275304,-0.31128376926332635
2019-05-31,106.17988,105.865081071168,106.413764553288,-0.2964770056549271
2019-06-30,107.535108,107.297388329697,106.807610995756,-0.22106238113694943
2019-07-31,107.722484,107.615104385413,107.15707132792,-0.0996817104468084
2019-08-31,107.271079,107.315740132226,107.386068142406,0.0416338985701703
2019-09-30,107.628278,107.715541472626,107.462126319793,0.08107857363099935
2019-10-31,107.283701,107.408968998488,107.396419545837,0.11676330823822134
2019-11-30,106.834314,107.257537796987,107.311700533632,0.3961496836933698
2019-12-31,106.703374,107.076870957776,107.312672438702,0.35003294064159807
2020-01-31,107.251202,107.311077600971,107.449694631233,0.05582744048966415
2020-02-29,107.94632,107.95875051962,107.669264955858,0.011515464000999565
2020-03-31,107.914813,107.788528532568,107.877767736603,-0.11702236599530069
2020-04-30,108.469481,108.14476164424,108.086688589009,-0.29936471786012886
2020-05-31,108.573538,108.236374254009,108.376610822783,-0.3105395220620033
2020-06-30,108.979972,108.755249587726,108.806270371389,-0.20620523950400926
2020-07-31,109.423915,109.391682057862,109.328707918651,-0.02945694470719573
2020-08-31,110.1593,110.175097763664,109.825361006453,0.014340835194115442
2020-09-30,110.17435300000001,110.236985586734,110.220449120855,0.0568486086176323
2020-10-31,110.332349,110.4953145835,110.512678588278,0.14770426350663168
2020-11-30,110.528305,110.830090739894,110.761774907146,0.27303932679869636
2020-12-31,110.625331,110.93929229681,111.054710001616,0.28380597280199815
2021-01-31,111.4653734516129,111.578652607368,111.482720690184,0.10162721592124058
2021-02-28,111.76779310714286,111.809687357506,112.104731616208,0.037483293888573854
2021-03-31,113.04834987096774,112.894967452033,112.871700505623,-0.1356786004482191
2021-04-30,114.00068146666668,113.732220636359,113.619001124223,-0.23549054870006803
2021-05-31,115.82885841935483,115.517412076375,114.211958694086,-0.26888492835891453
2021-06-30,115.42615,115.230220272487,114.649686640364,-0.16974466142464228
2021-07-31,114.8688160967742,114.914805194475,115.075880081345,0.04003619020680471
2021-08-31,115.70086303225807,115.677745128741,115.694392027215,-0.019980752875303764
2021-09-30,116.4725092,116.496197601805,116.614347011651,0.020338191361801705
2021-10-31,117.61485783870968,117.789579362833,117.759337915412,0.1485539559661131
2021-11-30,118.7376853,118.897152465127,118.92937829649,0.13430206654618804
2021-12-31,120.03044964516128,120.243782502624,119.960366479881,0.17773228217787818
2022-01-31,120.58710103225806,120.72353863623,120.803027660741,0.11314444314856065
2022-02-28,121.32194489285713,121.442980972035,121.511509061513,0.09976437427272611
2022-03-31,122.3276473548387,122.144732124844,122.211444785156,-0.14952893638517928
2022-04-30,123.03903983333333,122.891920514726,122.903306778034,-0.11957125056130113
2022-05-31,123.82217051612903,123.574689825794,123.504099735769,-0.1998678340909943
2022-06-30,124.2624854,124.124752567888,123.930122168802,-0.11084023602830895
2022-07-31,123.94439729032258,124.057879924535,124.216496971001,0.0915593094108047
2022-08-31,124.53144670967741,124.453145527734,124.494996245308,-0.06287663398463206
2022-09-30,124.31604593333333,124.282863562281,124.859238334504,-0.026691945358470193
2022-10-31,125.08583496774193,125.22313143469,125.296080515165,0.10976180235233723
2022-11-30,125.95083086666666,125.971315545993,125.741462311937,0.016264028736756586
2022-12-31,126.01026283870968,126.062384734135,126.166568947646,0.041363214591516595
2023-01-31,126.3851405483871,126.502903959931,126.596856093266,0.09317820990104586
2023-02-28,126.89618953571429,127.094567995643,127.042659971963,0.15633129777541388
2023-03-31,127.73647741935483,127.579412551863,127.500910708122,-0.12296007425990352
2023-04-30,129.68461703333332,129.707741620432,129.78625981314,0.017831403313417482
2023-05-31,130.32772883870967,130.23166863219,130.249619413093,-0.07370665274045729
2023-06-30,129.95214616666667,129.898443417672,130.707244045486,-0.041325018923332735
2023-07-31,131.03149329032257,131.160716212927,131.060862802195,0.09861974351321745
2023-08-31,130.11822999999998,129.975269972935,131.239147241256,-0.10986932965887375
2023-09-30,131.3931072,131.268414639203,131.233690165852,-0.09490038210847596
2023-10-31,130.90201116129032,130.945118848882,131.124363470674,0.032931264546087746
2023-11-30,131.28970923333333,131.195267970649,131.046320931266,-0.07193348453264914
2023-12-31,131.08514754838708,130.97571403367,131.138748630394,-0.08348277189580422
2024-01-31,130.73023161290322,130.788734493169,131.373788668601,0.04475084266581941
2024-02-29,131.44890720689654,131.734537250819,131.623254513186,0.21729358576780822
