,nsa,sa,trend,seasonal_factor,seasonal_pct,sa_minus_nsa_pct
2010-01-31,100.0,100.102947111639,100.21263841901,0.9989715876044669,-0.10284123955330848,0.10294711163900683
2010-02-28,100.828716,100.49042696773,100.503264059573,1.0033663806839892,0.3366380683989201,-0.33550861866573634
2010-03-31,101.119724,100.854727144115,100.775646920399,1.0026275105132785,0.2627510513278475,-0.26206247940807614
2010-04-30,101.240587,101.059518073012,101.002504111956,1.0017917058228716,0.1791705822871581,-0.17885013545803075
2010-05-31,101.229765,101.142538876425,101.165400952055,1.0008624078903297,0.08624078903296528,-0.08616647838213254
2010-06-30,101.341894,101.282442778775,101.308788214783,1.0005869844722728,0.058698447227278905,-0.05866401236293006
2010-07-31,101.298249,101.337480272539,101.507324032028,0.9996128651271623,-0.03871348728377022,0.038728480429117695
2010-08-31,101.430998,101.55180620151,101.767460744218,0.9988103786035053,-0.11896213964947,0.11910382811179954
2010-09-30,102.050595,102.079621858156,102.048197530906,0.9997156449286584,-0.02843550713416132,0.028443595214699968
2010-10-31,102.225629,102.342025522123,102.303536464217,0.9988626713070298,-0.11373286929702298,0.11386236823545115
2010-11-30,102.328929,102.517621548444,102.535392839294,0.9981594135174622,-0.18405864825378204,0.18439804880983068
2010-12-31,102.395943,102.745512175595,102.76411430464,0.9965977183023083,-0.34022816976917447,0.34138967360746175
2011-01-31,102.871786,102.97811385718,103.014685959353,0.9989674713082484,-0.1032528691751633,0.10335959091836155
2011-02-28,103.695727,103.348771101123,103.291512487783,1.0033571361824662,0.3357136182466247,-0.3345903528667038
2011-03-31,103.804067,103.528235294124,103.568847752216,1.002664313798959,0.26643137989590393,-0.26572340934966077
2011-04-30,104.034079,103.847755315429,103.824161085042,1.0017942004042848,0.1794200404284796,-0.17909870146589624
2011-05-31,104.183356,104.086314320786,104.050315548368,1.0009323192952622,0.09323192952621628,-0.09314508856289594
2011-06-30,104.289612,104.229436146583,104.258918423517,1.0005773402950426,0.05773402950426387,-0.0577007165555532
2011-07-31,104.458632,104.501228952371,104.479655401867,0.9995923784552772,-0.040762154472284706,0.04077877678025921
2011-08-31,104.590822,104.710599355259,104.748690269198,0.9988561104988748,-0.1143889501125206,0.11451994827902379
