,nsa,sa,trend,seasonal_factor,seasonal_pct,sa_minus_nsa_pct
2010-01-31,1.0,1.00492533380877,1.00483360066323,0.9950988062067233,-0.49011937932766925,0.4925333808770027
2010-02-28,1.0029975365140584,1.00566803539262,1.00536864203484,0.9973445522930249,-0.26554477069751226,0.26625178839849717
2010-03-31,1.0071573262504867,1.00540057105331,1.00595512540989,1.0017473186785006,0.17473186785006423,-0.174427088140916
2010-04-30,1.0095944505219006,1.00694504064635,1.00662110978603,1.0026311365254352,0.2631136525435229,-0.2624231813260214
2010-05-31,1.011105028654343,1.00766814190278,1.00761088426807,1.0034107327687003,0.34107327687002975,-0.3399139213200342
2010-06-30,1.010929524243037,1.00854814114894,1.00919379036093,1.0023611992297998,0.23611992297998263,-0.23556371012904975
2010-07-31,1.0136026005375849,1.01162335762428,1.01132450834246,1.0019565017932692,0.19565017932692275,-0.1952681368669773
2010-08-31,1.0161108190324892,1.01415323544788,1.01395517695646,1.001930264102293,0.19302641022929112,-0.19265453609412786
2010-09-30,1.0185526233490296,1.01666615445764,1.017073085197,1.0018555441067043,0.18555441067042988,-0.18521074396595782
2010-10-31,1.0204421444947354,1.02037987424266,1.02032095433017,1.0000610265388874,0.006102653888739873,-0.006102281487618821
2010-11-30,1.0207952311539652,1.02379028284792,1.02353099896619,0.997074545691503,-0.29254543084969997,0.2934037701732839
2010-12-31,1.0226103959740358,1.02823668687636,1.0266859406274,0.994528214199966,-0.5471785800034046,0.5501890968911072
2011-01-31,1.0239490189732592,1.02901088016711,1.02979203950416,0.9950808477428064,-0.49191522571936375,0.49434699385000336
2011-02-28,1.0305545335397726,1.0333075206106,1.0331255946375,0.9973357524106661,-0.26642475893339235,0.26713647664731166
2011-03-31,1.0362476565015462,1.03443729303307,1.03679358875106,1.0017500949363183,0.17500949363182805,-0.17470374549150014
2011-04-30,1.0447043884014702,1.04198497483166,1.04037949941671,1.0026098395231173,0.260983952311733,-0.2603045990810071
2011-05-31,1.047901387068714,1.0443720118592,1.04341175628141,1.0033794233945728,0.3379423394572756,-0.3368041356817675
2011-06-30,1.0483449684316466,1.04575858246171,1.04572351847984,1.0024732151505258,0.2473215150525787,-0.2467113448167746
2011-07-31,1.0486195298062184,1.04651423132402,1.04742216093629,1.0020117246561806,0.20117246561806024,-0.20076857452648866
2011-08-31,1.0511140350055255,1.04910093618622,1.04881493574735,1.0019188800141803,0.19188800141802798,-0.19152049656485648
2011-09-30,1.052294610781716,1.05042432359864,1.05025719060964,1.0017805063544878,0.17805063544877875,-0.1777341786143527
2011-10-31,1.0512500202413657,1.05114978145834,1.05191099162251,1.0000953610843992,0.009536108439922586,-0.00953519915298795
2011-11-30,1.0509951875533858,1.054087734612,1.05355825600024,0.9970661388449298,-0.29338611550702165,0.2942494023986164
2011-12-31,1.0493582019385526,1.05512500831693,1.05516073380587,0.9945344804331989,-0.546551956680108,0.5495555633647342
2012-01-31,1.051821700934168,1.05707724509043,1.05675692033033,0.9950282307365225,-0.49717692634775323,0.4996611261770312
2012-02-29,1.0547063727923103,1.05753868460684,1.05827895827623,0.9973217889276715,-0.26782110723284624,0.26854031487750785
2012-03-31,1.0620823422134713,1.06029169476398,1.05976418684946,1.0016888253094258,0.16888253094258232,-0.1685977987129883
2012-04-30,1.0661130874229543,1.06343359630143,1.06139078210054,1.0025196600247006,0.25196600247006096,-0.25133272943878016
2012-05-31,1.0664193177491825,1.0628316633656,1.0631970615051,1.003375562196013,0.3375562196012982,-0.33642061090516373
2012-06-30,1.0668545094398312,1.06394890850025,1.06539485858214,1.00273095908682,0.2730959086820084,-0.27235212616824045
2012-07-31,1.0703995588852349,1.06814769472912,1.06807154784019,1.002108195493214,0.210819549321406,-0.21037603551146145
2012-08-31,1.072667833151737,1.07065759697437,1.07094462470785,1.0018775714878856,0.18775714878855876,-0.18740528197442874
2012-09-30,1.0757472468873568,1.07396082941705,1.07333828969287,1.001663391644625,0.1663391644624923,-0.16606293676100226
2012-10-31,1.0758135249431944,1.07562357916034,1.07506304442277,1.0001765913155258,0.01765913155258314,-0.01765601365389946
2012-11-30,1.0724845666268203,1.07564057395451,1.07632363273934,0.9970659275931858,-0.2934072406814203,0.29427065208182945
2012-12-31,1.070894141162811,1.07685280004953,1.07746347362402,0.9944665985114725,-0.5533401488527545,0.5564190387902457
2013-01-31,1.0736930299114213,1.07905919665812,1.07847881837438,0.995026995031118,-0.4973004968881978,0.4997859348254696
2013-02-28,1.0793320645184628,1.08222570940113,1.07901353107608,0.997326209442697,-0.2673790557302991,0.2680958879840434
2013-03-31,1.0812318925056028,1.07957839388074,1.07889991392219,1.0015316151510953,0.15316151510953446,-0.15292728935613065
2013-04-30,1.0805313846025089,1.07796244584378,1.07853892867014,1.0023831430943013,0.2383143094301321,-0.23774772258687848
2013-05-31,1.0814420769331337,1.07780025060519,1.0786546199351,1.003378943664096,0.3378943664096079,-0.33675648521754864
2013-06-30,1.08326996337617,1.07999154545066,1.07963624278968,1.0030355959167645,0.30355959167644997,-0.3026408962076621
2013-07-31,1.0836858771826825,1.08124757016406,1.08119056706285,1.0022550867034572,0.22550867034571986,-0.22500127296679606
2013-08-31,1.0849459955386958,1.08298236563901,1.08276602946715,1.0018131688585041,0.18131688585041328,-0.18098872273459854
2013-09-30,1.0861925937407144,1.08456303487097,1.08412446394535,1.0015025026829707,0.15025026829706967,-0.15002485554908018
2013-10-31,1.0854671266455134,1.08513783677875,1.08553251145613,1.0003034544143634,0.030345441436341325,-0.030336235771677433
2013-11-30,1.0837007819016242,1.08691998260997,1.08734483840261,0.9970382357856595,-0.29617642143404677,0.2970562319514869
2013-12-31,1.084036963578835,1.09017730418008,1.08975127168309,0.9943675761936145,-0.5632423806385511,0.5664327700573457
2014-01-31,1.0871818889761373,1.09247010489453,1.09284736444242,0.995159395305464,-0.4840604694535955,0.4864150122453559
2014-02-28,1.0933137938529418,1.09605066961192,1.09634138380736,0.9975029660262447,-0.2497033973755336,0.2503284760849267
2014-03-31,1.1012038037062537,1.09984582975556,1.0996670789279,1.001234694821724,0.12346948217238918,-0.12331722303566828
2014-04-30,1.1053184489047416,1.10296351512619,1.10233518568134,1.0021350967155809,0.21350967155808753,-0.213054778999211
2014-05-31,1.1077647143385767,1.10408686425364,1.10402882889819,1.0033311238490485,0.3331123849048545,-0.332006430366627
2014-06-30,1.1081767647335634,1.10451875201556,1.10465862963766,1.00331186112624,0.33118611262399344,-0.33009289081087356
2014-07-31,1.1074763446650917,1.10481857855941,1.10469467724403,1.0024056131542856,0.24056131542855574,-0.23998400674511977
2014-08-31,1.1066043634648859,1.10463324156771,1.10468223451016,1.0017844129825193,0.1784412982519301,-0.17812345245089567
2014-09-30,1.1057704311303511,1.10420956689279,1.1049713378112,1.0014135579733776,0.14135579733776105,-0.1411562647741893
2014-10-31,1.1061153844273748,1.10570417962575,1.10539026038818,1.0003718940465287,0.037189404652870905,-0.037175579276260695
2014-11-30,1.1026908970239102,1.10599290456952,1.1056515286492,0.9970144405701273,-0.2985559429872664,0.29944996866499984
2014-12-31,1.0997435895393053,1.10612512610389,1.10553791963833,0.9942307281391731,-0.5769271860826874,0.5802749500233961
2015-01-31,1.0992875050037236,1.10439133862717,1.10522870162615,0.9953786004607834,-0.46213995392165863,0.46428560319431433
2015-02-28,1.1019718061693737,1.10442766627824,1.10533776731067,0.9977763504266947,-0.22236495733053419,0.22286052103304144
2015-03-31,1.106747236137104,1.10579246108365,1.10634280467749,1.0008634306047974,0.08634306047974327,-0.08626857355311657
2015-04-30,1.1102285979865387,1.10811458757208,1.10806967719948,1.0019077543407227,0.1907754340722656,-0.19041217441999603
2015-05-31,1.1141686279179035,1.11051372226945,1.10998258262127,1.0032911845888624,0.32911845888623503,-0.32803882256884354
2015-06-30,1.115588918685364,1.11175069773713,1.11152765997134,1.003452411548782,0.3452411548781953,-0.344053341149797
2015-07-31,1.1174565766694458,1.114591491212,1.11275875008912,1.0025705251475858,0.25705251475858226,-0.2563934489503872
2015-08-31,1.1157546498008921,1.11380998488925,1.11408952066434,1.0017459575134222,0.17459575134222138,-0.17429144588276824
2015-09-30,1.1166470101862964,1.11517036578434,1.1158474948992,1.0013241424335357,0.13241424335357355,-0.13223913989705016
2015-10-31,1.1188181370315786,1.11832016446363,1.11788015982016,1.0004452862281952,0.044528622819517416,-0.044508803662213214
2015-11-30,1.1170475904192023,1.12040392194192,1.11978674002514,0.9970043557890262,-0.2995644210973758,0.3004645058549471
2015-12-31,1.1145547253310342,1.12110300916288,1.12137267207917,0.99415907032777,-0.5840929672230044,0.5875246574277293
2016-01-31,1.1176974297960343,1.12256028850121,1.1226653419506,0.9956680645529796,-0.4331935447020374,0.4350782757067906
2016-02-29,1.1218440185805587,1.12400780965734,1.12400263227984,0.9980749323463856,-0.1925067653614443,0.19287806869257018
2016-03-31,1.126375692522054,1.12589760166061,1.12578455372975,1.0004246308551852,0.042463085518518184,-0.04244506203553433
2016-04-30,1.1292353398075623,1.12736769437295,1.12796709115686,1.001656642676506,0.16566426765058928,-0.16539027506263793
2016-05-31,1.134216237687894,1.13060465181693,1.13038370908673,1.0031943844076354,0.319438440763542,-0.31842128078912735
2016-06-30,1.1375191689578779,1.13355886735988,1.13288177425394,1.0034936885167876,0.3493688516787552,-0.3481525152341902
2016-07-31,1.1379395397065115,1.13476878488983,1.13517234369801,1.0027941857926497,0.27941857926496727,-0.2786400073152673
2016-08-31,1.1394281926847614,1.13737929793327,1.13708848868387,1.0018014173066228,0.18014173066227546,-0.17981780375854184
2016-09-30,1.1404851784986023,1.13901002143433,1.13870366055148,1.001295122111757,0.12951221117569744,-0.1293446940024534
2016-10-31,1.1404849312070575,1.13998146650423,1.14039630570705,1.0004416428842229,0.044164288422288145,-0.04414479218893819
2016-11-30,1.1386312753473335,1.1420615242516,1.14242230864042,0.9969964412324334,-0.30035587675666386,0.301260731066777
2016-12-31,1.1376210940057179,1.14437473828008,1.14462068822368,0.9940983979736285,-0.5901602026371466,0.5936637699448521
2017-01-31,1.1429878327790544,1.14761396000117,1.14660018518676,0.9959689169151349,-0.4031083084865106,0.4047398484433362
2017-02-28,1.1469272371828576,1.14894562250889,1.14782645260493,0.9982432716688323,-0.17567283311676896,0.17598198565675904
2017-03-31,1.1479079038301947,1.14780493543087,1.14820086712161,1.0000897089707026,0.008970897070259554,-0.008970092372495575
2017-04-30,1.1499902307503695,1.14844465963537,1.14823520997538,1.001345795029854,0.13457950298541022,-0.13439862997716157
2017-05-31,1.1517943332195153,1.14828342910667,1.14865275406382,1.0030575239734816,0.30575239734815796,-0.3048204016624756
2017-06-30,1.1536520153103456,1.14966358594908,1.15006117802502,1.003469214307569,0.34692143075689685,-0.3457220468853994
2017-07-31,1.1558729185501924,1.15224604699201,1.15241842535896,1.0031476537217467,0.3147653721746746,-0.31377770860239185
2017-08-31,1.1575853381172592,1.15529142373282,1.15524899469323,1.0019855720706619,0.19855720706618563,-0.19816373868124515
2017-09-30,1.160420155993503,1.15874608958954,1.15789946516227,1.0014447223761989,0.14447223761988592,-0.14426381645618047
2017-10-31,1.1605385246343312,1.16007738422169,1.16000215879385,1.0003975083204906,0.03975083204905694,-0.03973503704122194
2017-11-30,1.158210011359795,1.16188894726365,1.16194906740413,0.9968336596087611,-0.31663403912388643,0.31763979483614424
2017-12-31,1.1565243494575206,1.16350945033254,1.16436082451283,0.9939965241597108,-0.6003475840289152,0.6039735244913746
2018-01-31,1.1628629565053592,1.16738036220145,1.16752840142674,0.9961303052181109,-0.38696947818891436,0.3884727491592521
2018-02-28,1.169581720276917,1.17167144497693,1.1712148040571,0.9982164584543116,-0.1783541545688383,0.17867282497527892
2018-03-31,1.1746743663671209,1.17486504134847,1.17480777422288,0.9998377047791546,-0.016229522084543202,0.016232156485962435
2018-04-30,1.1790952958105738,1.17771313512664,1.17778552173509,1.001173597069362,0.11735970693620423,-0.11722213538164494
2018-05-31,1.1836984730514601,1.18019375000886,1.17982839584293,1.002969616677409,0.2969616677408915,-0.29608241645909805
2018-06-30,1.1855143375659865,1.18143237256281,1.18107815655112,1.0034550983179187,0.3455098317918681,-0.344320171745649
