,nsa,sa,trend,seasonal_factor,seasonal_pct,sa_minus_nsa_pct
2010-01-31,100.0,99.9878923036965,99.8015609563092,1.0001210916244412,0.012109162444118304,-0.012107696303498283
2010-02-28,99.96802,99.8133509070066,99.8994990706403,1.0015495832129462,0.15495832129461817,-0.1547185719927291
2010-03-31,100.053272,100.02006289012,100.050345935977,1.0003320244850924,0.0332024485092397,-0.033191428142409496
2010-04-30,100.033417,100.18064526696,100.28598047818,0.9985303721435645,-0.14696278564354515,0.14717908412544833
2010-05-31,100.589226,100.706155783298,100.665205111787,0.9988389013324109,-0.11610986675890667,0.11624483848597933
2010-06-30,101.050112,101.045634339093,101.165246249235,1.0000443132544645,0.0044313254464523055,-0.004431129088700025
2010-07-31,101.969508,101.805764467675,101.649679384212,1.0016083915599592,0.1608391559959177,-0.1605808790653418
2010-08-31,102.115725,102.030409011756,102.03196030678,1.0008361819683989,0.08361819683988525,-0.08354833522847827
2010-09-30,102.308857,102.310683499526,102.2682200819,0.9999821475190712,-0.0017852480928781667,0.001785279964550135
2010-10-31,102.375267,102.384548614501,102.398383655507,0.9999093455543184,-0.009065444568157055,0.009066266465529438
2010-11-30,102.282921,102.442876151365,102.490135674521,0.9984385917559689,-0.15614082440310595,0.15638500523953436
2010-12-31,102.553124,102.59266741617,102.608709967073,0.9996145590404664,-0.03854409595336339,0.03855895815518817
2011-01-31,102.779208,102.760904782279,102.746824198073,1.000178114602628,0.017811460262806555,-0.01780828834661019
2011-02-28,103.062464,102.906320925113,102.896837695862,1.001517332205479,0.1517332205478894,-0.15150333965139318
2011-03-31,103.10577,103.046431205435,103.043915504579,1.0005758452172566,0.057584521725662086,-0.05755138103813451
2011-04-30,103.031313,103.147096640299,103.166766738311,0.9988774900693252,-0.11225099306747532,0.1123771375203253
2011-05-31,103.204287,103.310571066268,103.264762839343,0.9989712178998621,-0.10287821001379038,0.10298415827241225
2011-06-30,103.409084,103.428572003222,103.384166934579,0.9998115800803921,-0.018841991960794058,0.018845542836465334
2011-07-31,103.554883,103.408723944069,103.563892297553,1.001413411270891,0.14134112708910074,-0.14114163591011364
2011-08-31,103.834137,103.778225519174,103.802217563553,1.0005387592681054,0.05387592681054265,-0.05384691628533833
2011-09-30,104.160362,104.192495223231,104.054843063253,0.9996915975266534,-0.030840247334662507,0.030849761477402815
2011-10-31,104.234783,104.245512526992,104.250583831156,0.9998970744473127,-0.010292555268731629,0.01029361474471635
2011-11-30,104.210299,104.354740835507,104.3592066677,0.9986158574651182,-0.1384142534881838,0.13860610409244245
2011-12-31,104.377393,104.407473058261,104.408135392334,0.9997118974592535,-0.028810254074651542,0.028818556774079518
2012-01-31,104.400217,104.388169140743,104.451069683713,1.000115414029733,0.011541402973302972,-0.011540071087201564
2012-02-29,103.333673,103.163316352341,103.078880104386,1.001651329694338,0.16513296943378997,-0.164860730014893
2012-03-31,103.227707,103.125438881134,103.118396460618,1.0009916866291728,0.09916866291728166,-0.09907041611026957
2012-04-30,102.583135,102.644460764186,103.216230181423,0.9994025419030952,-0.059745809690481266,0.0597815266476287
2012-05-31,103.114722,103.217011862347,103.382085932601,0.9990089825262195,-0.09910174737804978,0.099200056367299
2012-06-30,103.724607,103.778197324445,103.548678119387,0.999483607098344,-0.051639290165594876,0.05166597010581864
2012-07-31,104.276101,104.165600436292,103.633806215334,1.0010608162699124,0.10608162699123902,-0.10596921312583385
2012-08-31,103.662491,103.655766166255,103.59063597139,1.0000648766006341,0.006487660063414502,-0.0064872391933867846
2012-09-30,103.285536,103.36726416084,103.491804519608,0.999209341937184,-0.07906580628159743,0.07912836976515791
2012-10-31,103.416727,103.430812148019,103.438385375839,0.9998638205798979,-0.01361794201021338,0.013619796746233703
2012-11-30,103.370282,103.466396578831,103.513327031754,0.9990710551250545,-0.09289448749455476,0.09298086158939789
2012-12-31,103.705808,103.723630719048,103.663039138858,0.9998281710838268,-0.017182891617317786,0.0171858446423645
2013-01-31,103.799908,103.773103041981,103.828265416881,1.0002583035221386,0.02583035221386254,-0.02582368186588857
2013-02-28,104.387111,104.212917569574,103.976329134397,1.0016715147650455,0.16715147650454565,-0.16687254657905548
2013-03-31,104.031344,103.871170671698,104.108537857117,1.0015420383467928,0.15420383467927845,-0.15396641256697485
2013-04-30,104.469401,104.491443666237,104.213350647573,0.9997890481223763,-0.02109518776236552,0.02109963877077181
2013-05-31,104.270115,104.382032034028,104.29540102616,0.9989278132275533,-0.10721867724466927,0.10733375908140719
2013-06-30,104.241837,104.32906948597,104.366078217738,0.99916387171476,-0.08361282852400453,0.08368279807846601
2013-07-31,104.478149,104.399883089671,104.453478495623,1.0007496743100928,0.07496743100927628,-0.07491127195314862
2013-08-31,104.53660900000001,104.580762419107,104.572462264657,0.9995778055343483,-0.042219446565172625,0.04223727891057294
2013-09-30,104.627981,104.761681262505,104.740954211672,0.9987237674988246,-0.12762325011753672,0.12778633519172633
2013-10-31,104.933683,104.939628093283,104.949307219242,0.9999433474904473,-0.005665250955266821,0.005665571924140522
2013-11-30,105.101844,105.154188291671,105.148657962988,0.999502213915381,-0.049778608461903406,0.04980339990134919
2013-12-31,105.336842,105.33196778106,105.347598127903,1.0000462748303547,0.004627483035468671,-0.004627268909396243
2014-01-31,105.913749,105.876484278064,105.580143269633,1.0003519641041172,0.035196410411719725,-0.0351840268972059
2014-02-28,105.78365900000001,105.599254981762,105.858892909475,1.0017462624927596,0.17462624927595538,-0.17432183758930853
2014-03-31,106.438697,106.242244064462,106.1231452508,1.001849103784167,0.18491037841670277,-0.18456909101208785
2014-04-30,106.423154,106.412045820153,106.298020255252,1.0001043883684537,0.010438836845372279,-0.010437747265978903
2014-05-31,106.280833,106.407116621033,106.342192206844,0.9988132032420092,-0.11867967579908267,0.11882069181090582
2014-06-30,106.044064,106.163980194587,106.285392955063,0.9988704625206478,-0.11295374793521828,0.11308147770250354
2014-07-31,105.75686,105.704845045064,106.238941073793,1.000492077301791,0.049207730179090525,-0.049183528081298
2014-08-31,106.181133,106.274685231685,106.33322176363,0.9991197129261682,-0.08802870738318092,0.08810626619042417
2014-09-30,106.330178,106.485916611264,106.570701030395,0.9985374722196125,-0.1462527780387468,0.14646699008065145
2014-10-31,106.932512,106.920839549385,106.850649363059,1.0001091690886847,0.010916908868474628,-0.010915717209569742
2014-11-30,107.547219,107.551064904083,107.080202499927,0.9999642411343259,-0.0035758865674084817,0.0035760144416308037
