origin,target,diesel_ret,h_static,h_rolling,basket_DBO,basket_HOUSD,basket_RBUSD,vol_ratio,multiplier,cost_shock,net_unhedged,net_static_DBO,net_rolling_DBO,net_basket,net_bvar_basket
2021-10-31,2021-11-30,0.0018834930901121538,0.30208374082439127,0.2258214832356427,0.08456277439457094,0.086837679646107,0.03503465972023092,0.9559875879840586,1.0,4673.893527246823,-4673.893527246823,-144755.32858649737,-109391.20586100328,-96939.91621026299,-96939.91621026299
2021-11-30,2021-12-31,-0.02863181267432724,0.30208374082439127,0.21789668240552967,0.06722220968679403,0.09061920406182715,0.03700855112556233,0.9610666898979319,1.0,-69976.47849462387,69976.47849462387,146085.82207122986,124875.07522196553,129356.17133881128,129356.17133881128
2021-12-31,2022-01-31,0.06194179155585999,0.30208374082439127,0.193376324106774,0.02273791130337937,0.10072250856832979,0.04267235184664259,0.9972046681992722,1.0,158419.77869986166,-158419.77869986166,-71645.01655622559,-102871.65657060503,-90219.43039371789,-90219.43039371789
2022-01-31,2022-02-28,0.06492846070188052,0.30208374082439127,0.22519121754428012,0.09212504148188867,0.08190492296816285,0.028939297027046357,0.9830640498221828,1.0,166309.1523660948,-166309.1523660948,-131141.80329442798,-140093.31521563695,-126257.48206509362,-126257.48206509362
2022-02-28,2022-03-31,0.233807733813022,0.30208374082439127,0.22846346165010387,0.07682029097616505,0.09493116413638507,0.032090195086195254,0.9615654354834138,1.0,653016.3661468478,-653016.3661468478,-582524.5940822386,-599704.0156715112,-576228.1587331893,-576228.1587331893
2022-03-31,2022-04-30,-0.004833262188019161,0.30208374082439127,0.2677154540812352,-0.05679928276923844,0.2604904096877166,0.016917262790443668,0.7680786462584241,0.5,-11953.551912567978,11953.551912567978,32276.328596926116,29964.191523282094,202802.4113908598,107377.9816517139
2022-04-30,2022-05-31,0.07087739955749539,0.30208374082439127,0.266507125288032,0.06703917129393995,0.16321394386770768,0.008785193888570903,0.7672437645259864,0.5,182093.83074935398,-182093.83074935398,-112211.8486404322,-120441.89903514416,-221005.36571320693,-201549.59823128046
2022-05-31,2022-06-30,0.043108600125114416,0.30208374082439127,0.2852533612873052,0.22378945441617504,0.05712713231997046,0.008466356939668646,0.756527789072886,0.5,109210.44713245488,-109210.44713245488,-155801.10463170955,-153205.33947581297,-153195.85319849596,-131203.1501654754
2022-06-30,2022-07-31,-0.09327179529504659,0.30208374082439127,0.28364389162815806,0.23658554359777806,0.05660868550888394,-7.319444450624814e-05,0.7609586461194011,0.5,-220780.01613925883,220780.01613925883,206409.3703455181,207286.58585061575,199700.44093615984,210240.22853770934
2022-07-31,2022-08-31,-0.029473384477444853,0.30208374082439127,0.2927378650149759,0.1979994907070494,0.07520470910430238,0.0142828061821455,0.7414866048568485,0.5,-72003.13211845102,72003.13211845102,32652.601970537173,33870.029849288345,43114.76478852962,57558.94845349032
