date,yoy_pct,p_high
2021-01-31,1.7566769787655812,0.1265481752779546
2021-02-28,2.153051610765755,0.09020732006041449
2021-03-31,2.082936568133298,0.05966083643357274
2021-04-30,2.6109901380334755,0.02926397488496137
2021-05-31,2.9785807852327206,0.01693529596566263
2021-06-30,3.021482109448481,0.015723145813436416
2021-07-31,3.164363496951328,0.02407908660825294
2021-08-31,3.362109773980171,0.056873032210245665
2021-09-30,3.829180233466656,0.17252628248724539
2021-10-31,4.373982109908314,0.5030154699111672
2021-11-30,5.986137596912511,0.9928099341470931
2021-12-31,7.668717793556845,0.9999999842559049
2022-01-31,5.504846348703207,0.999866483846521
2022-02-28,5.66777453395082,0.9998938136400909
2022-03-31,5.091413090106278,0.9994343696293785
2022-04-30,5.220795346034346,0.9995851105037749
2022-05-31,5.8564365086691605,0.9999542095351306
2022-06-30,5.883265640192814,0.9999674926013585
2022-07-31,6.246009161818189,0.9999930151651683
2022-08-31,6.153902362647656,0.9999897241089386
2022-09-30,6.357077626877783,0.99999586172712
2022-10-31,6.114457466517265,0.999987855386563
2022-11-30,6.583600031994163,0.9999982672237722
2022-12-31,5.153913659093723,0.999625549986353
2023-01-31,6.0320259662786535,0.9999782100331908
2023-02-28,6.145760363803721,0.9999891645851737
2023-03-31,6.072861446201494,0.9999853626605342
2023-04-30,6.212313104217038,0.9999917187338344
2023-05-31,6.1610026416182295,0.9999433280317183
2023-06-30,5.710849611624558,0.99329427575875
2023-07-31,4.861642810863587,0.8388395723918672
2023-08-31,4.689608427303993,0.5633989810412832
2023-09-30,4.1185793620160505,0.2278098157018009
2023-10-31,3.664186351125065,0.07032832308369151
2023-11-30,3.3039169875529906,0.020843107579300538
2023-12-31,3.500106787647961,0.006690697226681296
2024-01-31,3.3723675143597864,0.0025279902903581424
2024-02-29,3.0962920476494737,0.0013693328236940331
2024-03-31,3.529945863451811,0.0010539215444455043
2024-04-30,3.7073218674087416,0.0010678847990681956
2024-05-31,3.70279504048292,0.0011915973357304946
2024-06-30,3.535628575134142,0.0016107279652082967
2024-07-31,4.149779704288936,0.0032517544508937333
2024-08-31,4.670175813399857,0.005490084124174623
2024-09-30,4.202207878528208,0.004052169699319118
2024-10-31,4.096226679135118,0.003049364329627411
2024-11-30,3.952348511640147,0.0026099642398283544
2024-12-31,2.197352945551012,0.003096278755542503
2025-01-31,3.874166110908872,0.0019555205114025614
2025-02-28,3.8526255964796086,0.0015726100859919383
2025-03-31,3.1898846698101835,0.001578550025383459
2025-04-30,2.6599709190310517,0.0027473045563059166
2025-05-31,2.0032850374926525,0.005131043568900093
2025-06-30,2.4230790525043178,0.004269134499344652
2025-07-31,2.584660462270172,0.003781341693299712
2025-08-31,2.1757934051800376,0.0044530849337205535
2025-09-30,3.6825184100448105,0.0035475455387258756
2025-10-31,3.3103425483955062,0.00526473739318122
2025-11-30,1.4791875175717673,0.013186194534027395
2025-12-31,3.021769419565956,0.0058221517129284535
2026-01-31,2.4812939571085435,0.0042484292656714585
2026-02-28,3.226457533804572,0.003502461114704033
2026-03-31,2.630174770552962,0.0059012104756236685
2026-04-30,3.1879626000786088,0.011795091930751197
