date,yoy_pct,trend_ll,seasonal_ll
2021-01-31,6.973871331801318,9.091330428419672,-2.1174590966183544
2021-02-28,8.809112875446502,12.318327934383753,-3.5092150589372464
2021-03-31,10.068230815126732,12.563711048383924,-2.4954802332571933
2021-04-30,14.553533227191306,15.897998286368084,-1.3444650591767788
2021-05-31,14.475989357259976,15.008220764025447,-0.5322314067654701
2021-06-30,14.779761053829077,14.044763491953761,0.7349975618753152
2021-07-31,13.090439514561169,11.233006762477705,1.857432752083462
2021-08-31,11.22942188211673,8.368532765101161,2.8608891170155704
2021-09-30,9.887652483018282,7.118971143641585,2.7686813393766982
2021-10-31,9.942619989413902,7.644843498612865,2.2977764908010374
2021-11-30,8.285838175924498,7.771100428235286,0.5147377476892128
2021-12-31,8.163630082588957,9.199294236675208,-1.0356641540862486
2022-01-31,9.294493678885573,11.411952775503936,-2.1174590966183624
2022-02-28,9.982618838081425,13.491833897018665,-3.509215058937241
2022-03-31,11.196721025503864,13.692201258761052,-2.4954802332571897
2022-04-30,8.983048182315212,10.327513241492001,-1.3444650591767908
2022-05-31,8.238800705658345,8.771032112423807,-0.5322314067654601
2022-06-30,7.590245707296339,6.855248145421023,0.7349975618753158
2022-07-31,7.693603966250784,5.836171214167321,1.8574327520834617
2022-08-31,8.274605777651045,5.413716660635478,2.860889117015568
2022-09-30,7.997408280153051,5.228726940776351,2.7686813393767005
2022-10-31,7.71475645676607,5.416979965965041,2.2977764908010294
2022-11-30,7.706619953124982,7.191882205435764,0.5147377476892181
2022-12-31,7.123294345377484,8.158958499463731,-1.0356641540862455
2023-01-31,6.498448892868591,8.615907989486958,-2.1174590966183673
2023-02-28,4.442749725497075,7.951964784434309,-3.509215058937234
2023-03-31,2.9404794702428294,5.435959703500022,-2.495480233257193
2023-04-30,2.464276362234763,3.808741421411561,-1.3444650591767977
2023-05-31,1.6707862408369412,2.203017647602397,-0.5322314067654558
2023-06-30,4.282516452132978,3.5475188902576624,0.7349975618753157
2023-07-31,5.86081409387067,4.0033813417872075,1.8574327520834626
2023-08-31,4.28131989622309,1.420430779207525,2.860889117015565
2023-09-30,3.5130794572776125,0.744398117900908,2.768681339376704
2023-10-31,4.273227981386851,1.9754514905858307,2.2977764908010214
2023-11-30,5.073225995627939,4.558488247938715,0.5147377476892233
2023-12-31,3.0007521359876055,4.036416290073849,-1.035664154086244
2024-01-31,2.618360335130343,4.735819431748715,-2.117459096618372
2024-02-29,2.158683829130492,5.667898888067718,-3.5092150589372255
2024-03-31,4.434436346122017,6.929916579379212,-2.495480233257194
2024-04-30,4.611902557985315,5.956367617162119,-1.3444650591768048
2024-05-31,6.585483469545839,7.117714876311287,-0.5322314067654481
2024-06-30,3.3457627819864166,2.610765220111101,0.7349975618753151
2024-07-31,1.0339378039857072,-0.8234949480977513,1.857432752083459
2024-08-31,2.389304558061678,-0.4715845589538875,2.8608891170155655
2024-09-30,4.450274915660146,1.6815935762834406,2.7686813393767067
2024-10-31,2.9527689042016636,0.6549924134006473,2.2977764908010156
2024-11-30,2.676751801754995,2.1620140540657724,0.5147377476892228
2024-12-31,4.22051547148159,5.256179625567826,-1.035664154086238
2025-01-31,4.345518441277374,6.462977537895752,-2.1174590966183784
2025-02-28,4.109842599502511,7.619057658439728,-3.5092150589372184
2025-03-31,1.6318155418129976,4.127295775070195,-2.4954802332571973
2025-04-30,2.266672483201315,3.6111375423781205,-1.3444650591768053
2025-05-31,1.7611443746820221,2.293375781447474,-0.5322314067654513
2025-06-30,2.783518032037091,2.0485204701617725,0.7349975618753186
2025-07-31,2.994511287082169,1.1370785349987123,1.8574327520834564
2025-08-31,3.345906388216391,0.48501727120081994,2.8608891170155704
2025-09-30,1.3906608089148564,-1.378020530461846,2.7686813393767027
2025-10-31,2.1658211996054666,-0.1319552911955476,2.2977764908010143
2025-11-30,2.8558433990692578,2.3411056513800292,0.5147377476892281
2025-12-31,1.9577609284853859,2.9934250825716227,-1.0356641540862364
2026-01-31,0.4832865960517685,2.600745692670151,-2.1174590966183824
2026-02-28,0.2964281508790467,3.805643209816265,-3.509215058937219
2026-03-31,2.3709056528433026,4.866385886100495,-2.4954802332571924
2026-04-30,1.8633732576678108,3.2078383168446205,-1.3444650591768097
