origin,target,diesel_ret,housd_ret,cost_shock,diesel_vol_6m,vol_thresh,bvar_hedge_ratio,net_unhedged,net_static50,net_bvar,year
2021-06-30,2021-07-31,0.0126469617007674,0.032673131138201805,31553.030303030228,0.03584627629981255,0.03130164747356971,1.0,-31553.030303030228,9616.952158879274,50786.93462078877,2021
2021-07-31,2021-08-31,-0.0008980692116844491,-0.03159324277821696,-2225.463794135229,0.03725240254421055,0.03151953464709352,1.0,2225.463794135229,-36324.822647621615,-74875.10908937846,2021
2021-08-31,2021-09-30,0.019867221278978997,0.09428580820934973,49746.68064290709,0.027160783636649782,0.03130164747356971,0.0,-49746.68064290709,72815.59450178256,-49746.68064290709,2021
2021-09-30,2021-10-31,0.08630159295444662,0.06397253275192116,223459.82579761243,0.0181176168860908,0.03108376030004591,0.0,-223459.82579761243,-141569.08758748008,-223459.82579761243,2021
2021-10-31,2021-11-30,0.0018834930901121538,-0.19030075037827388,4673.893527246823,0.031327215709279405,0.031205488004662656,1.0,-4673.893527246823,-219480.7153506725,-434287.53717409814,2021
2021-11-30,2021-12-31,-0.02863181267432724,0.12136224141209728,-69976.47849462387,0.03232249124440851,0.031327215709279405,1.0,69976.47849462387,229924.65257479955,389872.82665497524,2021
2021-12-31,2022-01-31,0.06194179155585999,0.16902959752891988,158419.77869986166,0.038578341888773515,0.03142337517818646,1.0,-158419.77869986166,69855.921198569,298131.6210969997,2022
2022-01-31,2022-02-28,0.06492846070188052,0.08812822674455689,166309.1523660948,0.04293070159670252,0.03151953464709352,1.0,-166309.1523660948,-52108.62926761221,62091.893830870365,2022
2022-02-28,2022-03-31,0.233807733813022,0.2028825990523011,653016.3661468478,0.04387674747461378,0.03170379140625454,1.0,-653016.3661468478,-374198.55791251676,-95380.74967818568,2022
2022-03-31,2022-04-30,-0.004833262188019161,0.2588445233736276,-11953.551912567978,0.09116737891980016,0.03188804816541555,1.0,11953.551912567978,378166.60593294055,744379.6599533131,2022
2022-04-30,2022-05-31,0.07087739955749539,-0.15603113706372174,182093.83074935398,0.09540911387698683,0.031984475098570886,1.0,-182093.83074935398,-361173.2725099548,-540252.7142705556,2022
2022-05-31,2022-06-30,0.043108600125114416,-0.04825008661485475,109210.44713245488,0.0918396913923295,0.03208090203172622,1.0,-109210.44713245488,-167600.46114730102,-225990.47516214717,2022
2022-06-30,2022-07-31,-0.09327179529504659,-0.07274338187113849,-220780.01613925883,0.08103544048075137,0.032201696638067365,1.0,220780.01613925883,133810.12191457386,46840.22768988888,2022
2022-07-31,2022-08-31,-0.029473384477444853,0.024714817713901827,-72003.13211845102,0.10769343806182703,0.03232249124440851,1.0,72003.13211845102,103020.92899359473,134038.72586873843,2022
2022-08-31,2022-09-30,-0.04518961580708125,-0.09787037955075073,-109538.93776474422,0.1123006854292578,0.032410366628858545,1.0,109538.93776474422,-6031.839719958938,-121602.61720466209,2022
2022-09-30,2022-10-31,0.08392145092569292,0.21829954358006676,217034.84011727024,0.05989964736281553,0.03249824201330858,1.0,-217034.84011727024,85373.45363953197,387781.7473963342,2022
2022-10-31,2022-11-30,-0.03366162144883389,-0.22011181104379207,-82063.82045012865,0.07125370164454538,0.032716527106117964,1.0,82063.82045012865,-162841.80841240694,-407747.4372749425,2022
2022-11-30,2022-12-31,-0.1249816123915406,-0.00020817534386941006,-291269.53251637134,0.06437077779009487,0.03293481219892735,1.0,291269.53251637134,291011.5086877313,290753.48485909123,2022
2022-12-31,2023-01-31,0.01856151117036209,-0.054991315818498254,46446.807729042805,0.07154442699821184,0.0333231497383568,1.0,-46446.807729042805,-112772.73767570467,-179098.66762236654,2023
2023-01-31,2023-02-28,-0.0736088123955998,-0.1205482228293191,-175933.9391316893,0.06956892242313305,0.033711487277786265,1.0,175933.9391316893,35159.83968579583,-105614.25976009763,2023
2023-02-28,2023-03-31,-0.039425671277327545,-0.05262073936329348,-95841.09610308913,0.07280034158552597,0.03371398888383384,1.0,95841.09610308913,32299.761777164706,-31241.572548759723,2023
2023-03-31,2023-04-30,-0.012431604342145297,-0.11788112364138459,-30629.23934108546,0.0725842192556982,0.03371649048988142,1.0,30629.23934108546,-107210.31526788959,-245049.86987686463,2023
2023-04-30,2023-05-31,-0.055990416821823485,-0.05136631349535581,-134995.09443218028,0.049945203712373716,0.03379199801206646,1.0,134995.09443218028,72929.94329920849,10864.7921662367,2023
2023-05-31,2023-06-30,-0.01410681700818106,0.08090021808766579,-34727.626459143845,0.04982948684067256,0.0338675055342515,1.0,34727.626459143845,139178.26669045337,243628.9069217629,2023
2023-06-30,2023-07-31,0.08228656076333296,0.19918536284595934,212630.4481276856,0.03341867003049297,0.03379199801206646,0.0,-212630.4481276856,60583.83758660007,-212630.4481276856,2023
2023-07-31,2023-08-31,0.08095560095637389,0.048949412517566904,209050.15749939403,0.05494285876895118,0.0338675055342515,1.0,-209050.15749939403,-146863.70264989574,-84677.24780039747,2023
2023-08-31,2023-09-30,0.024501832708894167,0.06771817405495084,61494.41340782179,0.060139226978136014,0.03393542346503842,1.0,-61494.41340782179,25355.37427795313,112205.16196372805,2023
2023-09-30,2023-10-31,-0.029205615600536916,-0.11633319432730183,-71358.48233754917,0.055800829525587785,0.03400334139582534,1.0,71358.48233754917,-64774.330162450744,-200907.14266245067,2023
2023-10-31,2023-11-30,-0.071658554821588,-0.055154405153233554,-171437.6590330787,0.0579801429877313,0.03406346830337496,1.0,171437.6590330787,104920.39891940416,38403.13880572963,2023
2023-11-30,2023-12-31,-0.05758414503970344,-0.10314506739795248,-138728.09133301204,0.062015311342374396,0.034123595210924576,1.0,138728.09133301204,17244.107349028243,-104239.87663495555,2023
2023-12-31,2024-01-31,-0.012080856348724467,0.0952354016017799,-29770.269119400415,0.067950037481301,0.03412492461515301,1.0,29770.269119400415,153626.64307002252,277483.0170206446,2024
2024-01-31,2024-02-29,0.048211228778462845,-0.045310008013684344,122451.728299284,0.05638834027212453,0.03412625401938144,1.0,-122451.728299284,-177363.8309510418,-232275.9336027996,2024
2024-02-29,2024-03-31,-0.005931801871602804,-0.025740183979736653,-14662.39526860493,0.046432304397752276,0.03434148837706072,1.0,14662.39526860493,-16837.561260694412,-48337.517789993755,2024
2024-03-31,2024-04-30,-0.02180264285131006,-0.03985709850607677,-53467.40208230077,0.042586320153134856,0.03455672273474,1.0,53467.40208230077,5032.849143523024,-43401.70379525472,2024
2024-04-30,2024-05-31,-0.04906889568943651,-0.06145053770952458,-118713.57993412727,0.04242099251135009,0.034882324125997406,1.0,118713.57993412727,44833.74252928402,-29046.094875559225,2024
2024-05-31,2024-06-30,0.002922813293724902,0.06284210503743781,7256.741174383565,0.03767074396242958,0.03520792551725481,1.0,-7256.741174383565,73141.01013717522,153538.76144873403,2024
2024-06-30,2024-07-31,-0.0002653575708817524,-0.04112168051449594,-657.7783673830985,0.032123505966042486,0.034882324125997406,0.0,657.7783673830985,-49282.12786647605,657.7783673830985,2024
2024-07-31,2024-08-31,-0.031543254040616864,-0.07030964425283504,-76980.49363057343,0.03205973425521651,0.03455672273474,0.0,76980.49363057343,-7180.825626999198,76980.49363057343,2024
2024-08-31,2024-09-30,-0.02974506993066517,-0.044084398244237266,-72657.03460239184,0.02029871499874786,0.03434148837706072,0.0,72657.03460239184,19197.76670691472,72657.03460239184,2024
2024-09-30,2024-10-31,0.008149546298438226,0.0365947283529513,20286.63468773518,0.019881275168486673,0.03412625401938144,0.0,-20286.63468773518,25915.807600914562,-20286.63468773518,2024
2024-10-31,2024-11-30,-0.009561377677946403,-0.01883652143245218,-23591.28650060625,0.023284429575216526,0.03412492461515301,0.0,23591.28650060625,460.3852610661597,23591.28650060625,2024
2024-11-30,2024-12-31,-0.010224457147976596,0.054743786933746375,-25218.988414806547,0.017002000261009644,0.034123595210924576,0.0,25218.988414806547,94970.28040447044,25218.988414806547,2024
2024-12-31,2025-01-31,0.04357014182171981,0.03432884769689215,110405.36682843241,0.015807566294448988,0.03406346830337496,0.0,-110405.36682843241,-67113.06339782148,-110405.36682843241,2025
2025-01-31,2025-02-28,0.010331793917425225,-0.034933416528192374,25747.016489023077,0.027917248191165832,0.03400334139582534,0.0,-25747.016489023077,-68302.26962101883,-25747.016489023077,2025
2025-02-28,2025-03-31,-0.028812529514541607,-0.015497437098699551,-70411.82039491454,0.025004477619540003,0.03393542346503842,0.0,70411.82039491454,51349.54537691598,70411.82039491454,2025
2025-03-31,2025-04-30,-0.021954160675047962,-0.1298654746367165,-53834.910913141,0.02476883225718441,0.0338675055342515,0.0,53834.910913141,-97129.52417211537,53834.910913141,2025
2025-04-30,2025-05-31,-0.007713222071391135,0.0017967663049065496,-19048.804780876006,0.026332499685440058,0.03379199801206646,0.0,19048.804780876006,21278.048461563525,19048.804780876006,2025
2025-05-31,2025-06-30,0.06656185280360716,0.12670777566351799,170633.7826211639,0.026247913809765083,0.03371649048988142,0.0,-170633.7826211639,-3184.3336334306805,-170633.7826211639,2025
2025-06-30,2025-07-31,0.020712370816527992,0.0512076253839715,51884.894016635895,0.03785998100574029,0.03379199801206646,1.0,-51884.894016635895,13244.55582155184,78374.00565973957,2025
2025-07-31,2025-08-31,-0.025823343610040572,-0.054067221270275745,-63200.832238283176,0.03487901180572157,0.0338675055342515,1.0,63200.832238283176,-2040.3958318921868,-67281.62390206754,2025
2025-08-31,2025-09-30,0.012329290460708409,0.023641145438927924,30755.57353469961,0.03713892120985661,0.03393542346503842,1.0,-30755.57353469961,-1101.2537708438722,28553.065993011867,2025
2025-11-30,2025-12-31,-0.09036289722314383,-0.10080147059209255,-214201.03541285987,0.03132654124531954,0.03393542346503842,0.0,214201.03541285987,95340.49844290495,214201.03541285987,2025
2025-12-31,2026-01-31,0.034815419685364946,0.17728098535929548,87833.33333333317,0.05339238487164436,0.03400334139582534,1.0,-87833.33333333317,152604.34833843954,393042.0300102122,2026
