date,yoy_pct,p_high
2021-01-31,2.2514591101849613,0.18555294711534617
2021-02-28,2.348195327229896,0.21220935096630827
2021-03-31,2.0805146184448065,0.4163745213001606
2021-04-30,1.6621589384431923,0.8420785087925984
2021-05-31,1.0727695608645726,0.9984661073747875
2021-06-30,0.584595345323935,0.9999983307069974
2021-07-31,0.4130062890356223,0.9999997334383272
2021-08-31,0.5879898998242261,0.9999985086603683
2021-09-30,0.6185833672039731,0.9999851803295238
2021-10-31,1.4680439603820927,0.9371196161355155
2021-11-30,1.9676766728623063,0.44896527172203454
2021-12-31,2.425379211954737,0.09377988471893411
2022-01-31,2.6068492120106646,0.02116233917397601
2022-02-28,2.4277906641703373,0.013381535827961895
2022-03-31,2.887946973208666,0.026612830843151913
2022-04-30,3.3619387342188167,0.14358920267186864
2022-05-31,3.8967737294510307,0.6337905617488918
2022-06-30,4.706084707736546,0.997928979387134
2022-07-31,4.995277076648352,0.999994125578489
2022-08-31,5.517871106970618,0.9999999742631073
2022-09-30,6.255373642755813,0.9999999999977226
2022-10-31,5.231558567576622,0.9999991931865729
2022-11-30,4.3188688572308065,0.9947024071277429
2022-12-31,4.1280170700085606,0.9393994906755853
2023-01-31,3.0909128397061503,0.7163707034055848
2023-02-28,2.3367880871543623,0.740087356844101
2023-03-31,1.3954847934403158,0.9794883863340201
2023-04-30,0.8795825824372328,0.9999387967399432
2023-05-31,0.482153173656541,0.9999994625985532
2023-06-30,-0.1505969897250603,0.9999999995619748
2023-07-31,-0.8736269695881149,0.9999999999999831
2023-08-31,-1.3999242942037249,1.0
2023-09-30,-1.8736577460884418,1.0
2023-10-31,-1.240304592349717,1.0
2023-11-30,-0.2680382429512407,0.9999999999025438
2023-12-31,0.04828059000652196,0.9999999950704976
2024-01-31,0.8750264334995261,0.9999298574991662
2024-02-29,1.2731324077687178,0.9737390320985091
2024-03-31,2.1899405459328447,0.28834672803302885
2024-04-30,2.624113621992641,0.04644105593392108
2024-05-31,3.0091560026399566,0.008793071426877444
2024-06-30,3.232690312726527,0.0038191393581427755
2024-07-31,3.177982571426563,0.0026848367476616187
2024-08-31,3.0497792437707227,0.002458444475080983
2024-09-30,3.386265922067122,0.004221581923556231
2024-10-31,3.5352736711355526,0.005861974169073009
2024-11-30,3.3527486549870256,0.0039841261739753855
2024-12-31,2.965338100346626,0.002560685513294308
2025-01-31,2.232779818225117,0.00433934974968446
2025-02-28,2.629889952226927,0.0026577041864851683
2025-03-31,2.357172294614185,0.003381617518702933
2025-04-30,2.486216952025355,0.0028427225457948713
2025-05-31,2.491310315682349,0.002784299803687926
2025-06-30,2.4797688450220567,0.003108509496761207
2025-07-31,3.276666216877322,0.004712757882188151
2025-08-31,3.754410735261282,0.011640593690193662
2025-09-30,3.340778773895048,0.00542085315647413
2025-10-31,3.188211710846245,0.0038226627209337525
2025-11-30,3.0022853512673864,0.006831012961886156
2025-12-31,3.059577065305419,0.032862971027145034
2026-01-31,3.3141870606488766,0.20481771596035034
2026-02-28,11.628107870303417,1.0
2026-03-31,11.446399769004255,1.0
2026-04-30,11.00376623269661,1.0
