target,n,rmse,rmse_naive,rmse_red_pct,cov80,cov95,dir_hit
log_diesel,131,0.048514311467928097,0.04670533497439273,-3.8731688671694187,0.7480916030534351,0.9236641221374046,0.48854961832061067
log_freight,131,0.016843493036712887,0.016870290831263103,0.15884607336202894,0.549618320610687,0.7557251908396947,0.6106870229007634
log_maintenance,131,0.005154298325606825,0.006392574079376117,19.37053428546488,0.6412213740458015,0.7557251908396947,0.816793893129771
log_labor,131,0.006607058230273607,0.007285995412346608,9.31838607697304,0.7862595419847328,0.9007633587786259,0.6946564885496184
log_volume,131,0.014698303560526253,0.014579201879892558,-0.8169286742504056,0.8549618320610687,0.9465648854961832,0.6030534351145038
