date,F_smoothed,y_rent_primary_log_std,lambda_rent_primary,y_owners_eq_rent_log_std,lambda_owners_eq_rent,y_electricity_log_std,lambda_electricity,y_utility_gas_log_std,lambda_utility_gas
2024-07-31,1.8378537,1.5708311908428734,-0.17184508,1.6074593995520627,-0.045192093,1.7009682554246026,0.48570725,1.1318317374540205,-0.35523945
2024-08-31,1.854605,1.5898264497716674,-0.17138699,1.634383263626125,-0.038735934,1.6696638701773878,0.4647361,1.0540356501632755,-0.42268372
2024-09-30,1.8832015,1.6072117432909834,-0.17813224,1.6557638017301104,-0.039381158,1.7254336955281375,0.48676533,1.1100890383339026,-0.40696022
2024-10-31,1.912364,1.6255404828076554,-0.18593375,1.6826393407828772,-0.03972638,1.7955773133491442,0.5159699,1.131556284104021,-0.39965436
2024-11-30,1.9321477,1.6402323664806966,-0.19178969,1.6989493127925832,-0.041688535,1.7654745812528947,0.50011265,1.1936956824782619,-0.35101599
2024-12-31,1.9599707,1.6579392018341343,-0.19967073,1.7186429340379359,-0.046256356,1.7961992472075086,0.50509953,1.331930116304799,-0.24707487
2025-01-31,1.9868848,1.6764995148443231,-0.20812565,1.7377190659848007,-0.052039947,1.81313417609577,0.5127567,1.4486013644182756,-0.1487939
2025-02-28,2.0179563,1.692688290796527,-0.22058484,1.7561250435553242,-0.060524546,1.8690189882938288,0.54382193,1.5797993800464862,-0.03661851
2025-03-31,2.0549302,1.710087767251112,-0.23572642,1.778870428515066,-0.06990102,1.9486270087887185,0.5886197,1.782617781592944,0.12373701
2025-04-30,2.0886054,1.7283604223379265,-0.24870357,1.7993360201338289,-0.07823056,1.999661137998586,0.6230459,1.9823162744738088,0.26825124
2025-05-31,2.1120553,1.7413297403756847,-0.2584892,1.8163339730803723,-0.0828198,2.059163891053749,0.66181815,1.9503927300978499,0.25083336
2025-06-30,2.136076,1.7542693612247569,-0.26650658,1.8352103074103283,-0.084797785,2.116442697441519,0.6933606,1.9785845256306942,0.24862507
2025-07-31,2.1514604,1.7674645361160388,-0.26914483,1.8521667727630682,-0.082696795,2.1142645682234424,0.6944766,1.9430828549921968,0.20284998
2025-08-31,2.1660266,1.783563164370244,-0.26910818,1.8731183187599323,-0.07841432,2.1282818594984403,0.6979186,1.8664995193373866,0.12381713
2025-09-30,2.1773915,1.795736059248963,-0.27112848,1.8823486342421687,-0.07883224,2.1047668732031735,0.7012969,1.810702548298834,0.059217513
2025-11-30,2.2062187,1.8055919788659738,-0.28250197,1.9021320752846573,-0.08279734,2.277392707263474,0.78873825,1.748390399480904,0.009573149
2025-12-31,2.232507,1.8208508107391688,-0.29064563,1.9211721167668787,-0.08607144,2.288832477252678,0.80158305,1.9787049391097287,0.16460413
2026-01-31,2.2469885,1.8349033500807637,-0.29257393,1.934586698783991,-0.086083114,2.280666591040592,0.78590536,2.03953185928431,0.23997937
2026-02-28,2.260404,1.8423257973585558,-0.293094,1.9482823506143838,-0.08359499,2.2264795442998397,0.7459051,2.2314224547361157,0.37661386
2026-03-31,2.2738562,1.8530582936985696,-0.2820516,1.9657458678486686,-0.0767548,2.2883762300409174,0.7361714,2.1762097507065192,0.34112117
