label,n,sigma_mu,sigma_seasonal,sigma_eps,trend_first,trend_last,seasonal_amp_pp,r2_post_burn
food_away,64,1.8774998969624401,4.8488648569353364e-08,3.007919155206141e-09,9.091330428419672,3.2078383168446205,6.370104175952816,1.0
other,64,0.6993526931533766,2.0460006053285454e-08,0.3721062024484812,1.645670185735845,0.3627251791457704,0.3058266022803271,0.9868682077916853
