target,n,rmse,rmse_naive,rmse_red_pct,cov80,cov95,dir_hit
mom_food_cogs,132,0.9152006366787627,0.9941964693794486,7.945696362208265,0.7575757575757576,0.8863636363636364,0.6590909090909091
mom_utilities,132,0.8488836980038305,1.0038453665633433,15.436806675715697,0.7727272727272727,0.9015151515151515,0.6893939393939394
mom_rent,132,1.660369263689052,2.4056946620784636,30.981712273720895,0.5378787878787878,0.7196969696969697,0.7651515151515151
mom_labor,132,0.4864253267024102,0.5638016444726208,13.72403194080577,0.803030303030303,0.8484848484848485,0.7045454545454546
mom_menu,132,0.15134005894031588,0.15954226772493385,5.14108825302606,0.7348484848484849,0.8863636363636364,0.6666666666666666
mom_traffic,132,9.562991288225515,7.733538687895284,-23.656086484622275,0.8257575757575758,0.9318181818181818,0.6515151515151515
